"Reportdate","Place","Period","Iodine-131(TBq)","Iodine-131(TBq)","Caesium-137(TBq)","Caesium-137(TBq)","Source"
"Reportdate","Place","Period","from","to","Source","from","to"
"2002","Chernobyl","25April–June1986","1,600,000","1,940,000","59,000","111,000","NEA"
"22March2011","Fukushima","12–15March2011","400,000","400,000","3,000","30,000","ZAMG"
"2April2011","Fukushima","12–19March2011","10,000","700,001","1,000","70,000","ZAMG"
"12April2011","Fukushima","11March–5April","150,000","150,000","12,000","12,000","NSC"
"12April2011","Fukushima","11–17March2011","130,000","130,000","6,100","6,100","NISA"
"7June2011","Fukushima","11–17March2011","160,000","160,000","15,000","15,000","NISA"
"24Aug.2011","Fukushima","11March–5April","130,000","130,000","11,000","11,000","NSC"
"15Sept.2011","Fukushima","March–September","100,000","200,000","10,000","20,000","Kantei"
