"Project","License","Date","Version","Protocol","Technology","Server","Client","WebClient","MultipleSessions","Encryption","Authentication"
"2XSoftware","Proprietary","June24,2006","?","Proprietary","RDP","✓","✓","✓","✓","✓","✓"
