"Pronunciation","Examples","Pronunciation","Examples"
"StandardDutch","Afrikaans","StandardDutch","Afrikaans"
"shorta/ɑ/","/a/","kat/ˈkɑt/","kat/ˈkat/"
"longa/aː/","/ɑː/","kaart/ˈkaːrt/","kaart/ˈkɑːrt/"
"shorte/ɛ/","/ɛ/","bed/ˈbɛt/","bed/ˈbɛt/"
"longe/eː/","/ɪə/","weet/ˈʋeːt/","weet/ˈvɪət/"
"eu/øː/","/ɪø/","neus/ˈnøːs/","neus/ˈnɪøs/"
"shorti/ɪ/","/ə,ɪ/","kind,Indië/ˈkɪnt,ˈɪndiə/","kind,Indië/ˈkənt,ˈɪndiə/"
"longi,ie/i/","/i/","dief/ˈdif/","dief/ˈdif/"
"shorto/ɔ/","/ɔ/","bok/ˈbɔk/","bok/ˈbɔk/"
"longo/oː/","/ʊə/","brood/ˈbroːt/","brood/ˈbrʊət/"
"oe/u/","/u/","boer/ˈbur/","boer/ˈbur/"
"shortu/ʏ/","/œ/","kus/ˈkʏs/","kus/ˈkœs/"
"longu/y/","/y/","duur/ˈdyr/","duur/ˈdyr/"
"ai/ɑɪ̯/","/aɪ̯/","ai/ˈɑɪ̯/","ai/ˈaɪ̯/"
"aai/aːɪ̯/","/ɑːɪ̯/","haai/ˈhaːɪ̯/","haai/ˈhɑːɪ̯/"
"au,auw/ɔʊ̯/ou,ouw/ɔʊ̯/","ou/œʊ̯/","dauw/ˈdɔʊ̯/koud,vrouw/ˈkɔʊ̯t,ˈvrɔʊ̯/","dou/ˈdœʊ̯/koud,vrou/ˈkœʊ̯t,ˈfrœʊ̯/"
"ei/ɛɪ̯/ij/ɛɪ̯/","ei/əɪ̯/y/əɪ̯/","eiland/ˈɛɪ̯lɑnt/hij/ˈhɛɪ̯/","eiland/ˈəɪ̯lant/hy/ˈhəɪ̯/"
"eeu,eeuw/eːʊ̯/","eeu/iʊ̯/","leeuw/ˈleːʊ̯/","leeu/ˈliʊ̯/"
"ieu,ieuw/iʊ̯/","ieu/iʊ̯/","kieuw/ˈkiʊ̯/","kieu/ˈkiʊ̯/"
"oei/uɪ̯/","/uɪ̯/","groei/ˈχruɪ̯/","groei/ˈχruɪ̯/"
"ooi/oːɪ̯/","/oːɪ̯/","mooi/ˈmoːɪ̯/","mooi/ˈmoːɪ̯/"
"ui/œʏ̯/","/œɪ̯/","huis/ˈhœʏ̯s/","huis/ˈhœɪ̯s/"
"uw/yʊ̯/","u/y/","schaduw/ˈsxaːdyʊ̯/","skadu/ˈskɑːdy/"
