"DatasetName","Briefdescription","Preprocessing","Instances","Format","DefaultTask","Created(updated)","Reference","Creator"
"WebpagesfromCommonCrawl2012","Largecollectionofwebpagesandhowtheyareconnectedviahyperlinks","None.","3.5B","Text","clustering,classification","2013","","V.Granville"
"InternetAdvertisementsDataset","Datasetforpredictingifagivenimageisanadvertisementornot.","FeaturesencodegeometryofadsandphrasesoccurringintheURL.","3279","Text","Classification","1998","","N.Kushmerick"
"InternetUsageDataset","Generaldemographicsofinternetusers.","None.","10,104","Text","Classification,clustering","1999","","D.Cook"
"URLDataset","120daysofURLdatafromalargeconference.","ManyfeaturesofeachURLaregiven.","2,396,130","Text","Classification","2009","","J.Ma"
"PhishingWebsitesDataset","Datasetofphishingwebsites.","Manyfeaturesofeachsitearegiven.","2456","Text","Classification","2015","","R.Mustafaetal."
"OnlineRetailDataset","OnlinetransactionsforaUKonlineretailer.","Detailsofeachtransactiongiven.","541,909","Text","Classification,clustering","2015","","D.Chen"
"FreebaseSimpleTopicDump","Freebaseisanonlineefforttostructureallhumanknowledge.","TopicsfromFreebasehavebeenextracted.","large","Text","Classification,clustering","2011","","Freebase"
"FarmAdsDataset","Thetextoffarmadsfromwebsites.Binaryapprovalordisapprovalbycontentownersisgiven.","SVMlightsparsevectorsoftextwordsinadscalculated.","4143","Text","Classification","2011","","C.Masterharmetal."
