"MedievalSpanishandPortuguese","ModernPortuguese","ModernSpanish","ModernSpanish","MedievalSpanishandPortuguese","ModernPortuguese","ModernSpanish"
"Spelling","Pronunciation","Pronunciation","Examples","Spelling","Pronunciation","Examples"
"s-,-ss-","/s/","/s/","saber'toknow',passar'topass'","s","/s/","saber,pasar"
"-s-","/z/","/z/","casa'house'","s","/s/","casa"
"ç/c","/ts/","/s/","açor'hawk',cego'blind'","z/c","/θ/or/s/","azor,ciego"
"z","/dz/","/z/","fazer'todo'","z/c","/θ/or/s/","hacer"
"x","/ʃ/","/ʃ/","oxalá'Ihope;Godgrant'","j/g","/x/","ojalá"
"j/g","/dʒ~ʒ/","/ʒ/","jogar'toplay',gente'people'","j/g","/x/","jugar,gente"
"ch","/tʃ/","/ʃ/","chuva'rain'","ch","/tʃ/","chubasco'cloudburst'(fromPort.chuvasco)"
