"Definition","find_character(string,char)returnsinteger"
"Description","Returnsthepositionofthestartofthefirstoccurrenceofthecharactercharinstring.Ifthecharacterisnotfoundmostoftheseroutinesreturnaninvalidindexvalue–-1whereindexesare0-based,0wheretheyare1-based–orsomevaluetobeinterpretedasBooleanFALSE.Thiscanbeaccomplishedasaspecialcaseof#Find,withastringofonecharacter;butitmaybesimplerormoreefficientinmanylanguagestolocatejustonecharacter.Also,inmanylanguages,charactersandstringsaredifferenttypes,soitisconvenienttohavesuchafunction."
"Related","find"
