"Model","Codename","Fab(nm)","Businterface","Coreclock(MHz)","Boostclock(MHz)","Memoryclock(MHz)","Coreconfig","Fillrate","Memory","Processingpower(GFLOPS)","SupportedAPIversion","SupportedAPIversion","SupportedAPIversion","SupportedAPIversion","Memory","Memory","Fillrate","Memory","Processingpower(GFLOPS)","SupportedAPIversion","TDP(Watts)","Notes"
"Model","Codename","Fab(nm)","Businterface","Coreclock(MHz)","Boostclock(MHz)","Memoryclock(MHz)","Coreconfig","Pixel(GP/s)","Texture(GT/s)","Size(GB)","Bandwidth(GB/s)","TDP(Watts)","Notes","Bustype","Buswidth(bit)","Singleprecision","Doubleprecision","Direct3D","OpenGL","Vulkan","OpenCL","CUDA"
"QuadroRTX4000","TU104-850-A1","12","PCIe3.0x16","1005","1545","1625(13000)","2304:144:64:36:288","98.9","222.5","8","416","GDDR6","256","7119","222.5","12.2","4.6","1.2","3.0","7.5","100-125","3xDisplayPort1xUSBType-C"
"QuadroRTX5000","TU104-875-A1","12","PCIe3.0x16","1620","1815","1750(14000)","3072:192:64:48:384","116.2","348.5","16","448","GDDR6","256","11151","348.5","12.2","4.6","1.2","3.0","7.5","125-230","3xDisplayPort1xUSBType-C"
"QuadroRTX6000","TU102-875-A1","12","PCIe3.0x16","1750(14000)","1440","1770","4608:288:96:72:576","169.9","509.8","24","672","384","GDDR6","16312","509.8","100-260","12.2","4.6","1.2","3.0","7.5","3xDisplayPort1xUSBType-C"
"QuadroRTX8000","TU102-875-A1","1395","1770","4608:288:96:72:576","169.9","509.8","12","672","384","16312","509.8","100-260","PCIe3.0x16","1750(14000)","48","GDDR6","12.2","4.6","1.2","3.0","7.5","3xDisplayPort1xUSBType-C"
