"DatasetName","Briefdescription","Preprocessing","Instances","Format","DefaultTask","Created(updated)","Reference","Creator"
"DBpediaNeuralQuestionAnswering(DBNQA)Dataset","AlargecollectionofQuestiontoSPARQLspeciallydesignforOpenDomainNeuralQuestionAnsweringoverDBpediaKnowledgebase.","ThisdatasetcontainsalargecollectionofOpenNeuralSPARQLTemplatesandinstancesfortrainingNeuralSPARQLMachines;itwaspre-processedbysemi-automaticannotationtoolsaswellasbythreeSPARQLexperts.","894,499","Question-querypairs","QuestionAnswering","2018","","Hartmann,Soru,andMarxetal."
"VietnameseQuestionAnsweringDataset(UIT-ViQuAD)","AlargecollectionofVietnamesequestionsforevaluatingMRCmodels.","Thisdatasetcomprisesover23,000human-generatedquestion-answerpairsbasedon5,109passagesof174VietnamesearticlesfromWikipedia.","23,074","Question-answerpairs","QuestionAnswering","2020","","Nguyenetal."
"VietnameseMultiple-ChoiceMachineReadingComprehensionCorpus(ViMMRC)","AcollectionofVietnamesemultiple-choicequestionsforevaluatingMRCmodels.","Thiscorpusincludes2,783Vietnamesemultiple-choicequestions.","2,783","Question-answerpairs","QuestionAnswering/MachineReadingComprehension","2020","","Nguyenetal."
