"","","","Relativeandinterrogative","Relativeandinterrogative","Demonstrative","Demonstrative","Indeterminate","Indeterminate","MostIndeterminate","Negative","Negative","Collective","Collective"
"","Esperanto","Ido","Esperanto","Ido","Esperanto","Ido","Ido","Esperanto","Ido","Esperanto","Ido","",""
"","ki-","qua,?","ti-","ita,?","i-","ula,?","irga","neni-","nula","?i-","omna","",""
"Individual","Esperanto","-u","kiu","kiu","tiu","tiu","iu","iu","iu","neniu","neniu","?iu","?iu"
"Individual","Ido","-u","qua","qua","ita","ita","ulu","ulu","irgu","nulu","nulu","omnu","omnu"
"Thing","Esperanto","-o","kio","kio","tio","tio","io","io","io","nenio","nenio","?io","?io"
"Thing","Ido","-o","quo","quo","ito","ito","ulo","ulo","irgo","nulo","nulo","omno","omno"
"Plural","Esperanto","-j","kiuj/kioj","kiuj/kioj","tiuj/tioj","tiuj/tioj","iuj/ioj","iuj/ioj","iuj/ioj","neniuj/nenioj","neniuj/nenioj","?iuj/?ioj","?iuj/?ioj"
"Plural","Ido","-i","qui","qui","iti","iti","uli","uli","irgi","nuli","nuli","omni","omni"
"Motive","Esperanto","-al","kial","kial","tial","tial","ial","ial","ial","nenial","nenial","?ial","?ial"
"Motive","Ido","pro","proquo","proquo","proto","proto","proulo","proulo","proirgo","pronulo","pronulo","proomno","proomno"
"Association","Esperanto","-es","kies","kies","ties","ties","ies","ies","","nenies","nenies","?ies","?ies"
"Association","Ido","di","diquo","diquo","dito","dito","diulo","diulo","diirgo","dinulo","dinulo","diomno","diomno"
"Adjective","Ido","-a","qua","qua","ita","ita","ula","ula","irga","nula","nula","omna","omna"
"Place","Esperanto","-e","kie","kie","tie","tie","ie","ie","ie","nenie","nenie","?ie","?ie"
"Place","Ido","loke","ube,qualoke","ube,qualoke","ibe","ibe","ulaloke","ulaloke","irgaloke","nulaloke","nulaloke","omnaloke","omnaloke"
"Time","Esperanto","-am","kiam","kiam","tiam","tiam","iam","iam","iam","neniam","neniam","?iam","?iam"
"Time","Ido","tempe","kande","kande","lore,(i)tatempe","lore,(i)tatempe","ulatempe","ulatempe","irgatempe","nulatempe","nulatempe","omnatempe,sempre","omnatempe,sempre"
"Quality","Esperanto","-a","kia","kia","tia","tia","ia","ia","ia","nenia","nenia","?ia","?ia"
"Quality","Ido","-a,speca","quala","quala","tala","tala","ulaspeca","ulaspeca","irgaspeca","nulaspeca","nulaspeca","omnaspeca","omnaspeca"
"Manner","Esperanto","-el","kiel","kiel","tiel","tiel","iel","iel","iel","neniel","neniel","?iel","?iel"
"Manner","Ido","-e,maniere","quale","quale","tale","tale","ule,ulamaniere","ule,ulamaniere","irge,irgamaniere","nule,nulamaniere","nule,nulamaniere","omnamaniere","omnamaniere"
"Quantity–adjective","Esperanto","-om","kiom","kiom","tiom","tiom","iom","iom","iom","neniom","neniom","?iom","?iom"
"Quantity–adjective","Ido","quanta","quanta","quanta","tanta","tanta","ulaquanta","ulaquanta","irgaquanta","nulaquanta","nulaquanta","omnaquanta","omnaquanta"
