"Distribution","Developer","Firstpublicrelease","Basedon","Latestreleasedate","Status","Purpose","Cost"
"BeleniX","?","?","OpenSolaris,GNU","0.7.1/July19,2008","Discontinued","?","Gratis"
"NexentaOS","NexentaSystems","2005","OpenSolaris,GNU,Ubuntu","3.1.3.5(October31,2012;9yearsago(2012-10-31))[±]","Discontinued","?","Gratis"
"NexentaStor","NexentaSystems","?","NexentaOS","5.3.0,May2020","Active","“EnterpriseGradeUnifiedBlock&FileStorage”","Commercial"
"OmniOSce","OmniTI/OmniOSceAssociation","2012","illumos,GNU","r151038,May2021","Active","“Produceaself-hosting,minimalistIllumos-basedreleasesuitableforproductiondeployment”","Gratis"
"OpenIndiana","illumosFoundationetal.","2010","illumos,OpenSolaris,GNU","Hipster2021.10(December5,2021;3monthsago(2021-12-05))[±]","Active","“EnsurethecontinuedavailabilityofanopenlydevelopeddistributionbasedonOpenSolaris”","Gratis"
"SmartOS","Joyent","?","illumos,GNU","20201203T165910Z,Dec2020","Active","Cloudcomputing(“convergedcontainerandvirtualmachinehypervisor”)","Gratis"
"Tribblix","PeterTribble","?","illumos","0m25,Apr2021","Active","TribblixisanoperatingsystemdistributionderivedfromOpenSolaris,OpenIndiana,andillumos,witharetrostyleandmoderncomponents(“”)","Gratis"
"v9os","AlexanderEremin","?","illumos","2018-10-01","Active","“Server-only,IPS-basedminimalSPARCdistributionofillumos”","Gratis"
"Distribution","Developer","Firstpublicrelease","Basedon","Latestreleasedate","Status","Purpose","Cost"
