"Description","Spanish","Spanish","Portuguese","Portuguese"
"Description","Spelling","Pronunciation","Spelling","Pronunciation"
"palatal""l""","ll","?(~?)","lh","?"
"palatal""n""","ñ","?","nh","?(EP),j?(BP)"
"palatal""y""","y","?","i","j"
