"Idoversion","Interlinguaversion","Latinversion","Englishversion(traditional)"
"Patronia,quaesasenlacielo,tuanomosantigesez;tuaregnoadvenez;tuavolofacesezqualeenlacielo,taleankesurlatero.Donezanicadiel'omnadialapano,epardonezaniniaofensi,qualeankenipardonasaniaofensanti,eneduktezniadenlatento,maliberigeznidelmalajo.Amen.","Patrenostre,quiesinlecelos,quetunominesiasanctificate;queturegnoveni;quetuvoluntatesiafacitecomoinlecelo,etiamsuperleterra.Danoshodienostrepanquotidian,epardonaanosnostredebitascomoetiamnoslospardonaanostredebitores.Enoninducenosintentation,sedliberanosdelmal.Amen.","Paternoster,quiesincælis,sanctificeturnomentuum.Adveniatregnumtuum.Fiatvoluntastua,sicutincælo,etinterra.Panemnostrumquotidianumdanobishodie,etdimittenobisdebitanostra,sicutetnosdimittimusdebitoribusnostris.Etnenosinducasintentationem,sedliberanosamalo.Amen.","OurFather,whoartinheaven,hallowedbethyname;thykingdomcome,thywillbedone.onearth,asitisinheaven.Giveusthisdayourdailybread;andforgiveusourdebtsaswehaveforgivenourdebtors.Andleadusnotintotemptation,butdeliverusfromevil.Amen."
