"Model","Launch","Codename","Fab(nm)","Businterface","Clockrate","Clockrate","Fillrate","Memory","Processingpower(GFLOPS)","APIcompliance(version)","APIcompliance(version)","Memory","Memory","Coreconfig","Fillrate","Memory","Processingpower(GFLOPS)","APIcompliance(version)","TDP(Watts)","Notes"
"Model","Launch","Codename","Fab(nm)","Businterface","Core(MHz)","Coreconfig","Memory(MHz)","Pixel(GP/s)","Texture(GT/s)","Size(MB)","TDP(Watts)","Notes","Bandwidth(GB/s)","Bustype","Buswidth(bit)","Singleprecision","Doubleprecision","Direct3D","OpenGL","OpenCL"
"FireProRG220","May2010","RV711","55","PCIe2.0x16","500","800","80(16×5):8:4:1","2.0","4.0","512","12.8","GDDR3forGPU,RDRAMforPCoIP","64","80","No","10.1","3.3","1.0","35","DualEthernetportsplusDMS-59fordualDVI-Doutput(noVGAhostoutput)"
"FireProR5000","February25,2013","PitcairnLEGL(GCN1stgen)","28","PCIe3.0x16","825","800","768:48:32:12","26.4","39.6","2048","102.4","GDDR5","256","1267.2","79.2","11.1","4.5","1.2","<150","EthernetportplusTwoMiniDisplayPortw/Tera2PCoIP"
