"","Creator","Lateststableversion","Releasedate","OS","Softwarelicense","Opensource","Programminglanguage","Pluginsupport","RunsonmacOSCatalina"
"Launchy","JoshKarlin","2.5.0","April4,2010","MicrosoftWindows,Linux,macOS","GPL","Yes","C++(Qt)","Yes","No"
