"Implementation","Developedby","Opensource","Softwarelicense","Copyrightholder","Writtenin","Lateststableversion,releasedate","Origin"
"Botan","JackLloyd","Yes","SimplifiedBSDLicense","JackLloyd","C++","2.18.1(May9,2021;10monthsago(2021-05-09))[±]","US(Vermont)"
"BoringSSL","Google","Yes","OpenSSL-SSLeaydual-license,ISClicense","EricYoung,TimHudson,Sun,OpenSSLproject,Google,andothers","C,C++,Go,assembly","??","Australia/EU"
"BouncyCastle","TheLegionoftheBouncyCastleInc.","Yes","MITLicense","LegionoftheBouncyCastleInc.","Java,C#","Java1.70/November29,2021;3monthsago(2021-11-29)JavaFIPSBC-FJA1.0.2.3/February9,2022;30daysago(2022-02-09)C#1.9.0/October17,2021;4monthsago(2021-10-17)C#FIPSBC-FNA1.0.1.1/April21,2021;10monthsago(2021-04-21)","Java","1.70/November29,2021;3monthsago(2021-11-29)","JavaFIPS","BC-FJA1.0.2.3/February9,2022;30daysago(2022-02-09)","C#","1.9.0/October17,2021;4monthsago(2021-10-17)","C#FIPS","BC-FNA1.0.1.1/April21,2021;10monthsago(2021-04-21)","Australia"
"Java","1.70/November29,2021;3monthsago(2021-11-29)"
"JavaFIPS","BC-FJA1.0.2.3/February9,2022;30daysago(2022-02-09)"
"C#","1.9.0/October17,2021;4monthsago(2021-10-17)"
"C#FIPS","BC-FNA1.0.1.1/April21,2021;10monthsago(2021-04-21)"
"BSAFE","Dell,formerlyRSASecurity","No","Proprietary","Dell","Java,C,assembly","SSL-J6.4(February15,2022;24daysago(2022-02-15))[±]SSL-J7.0(April13,2021;10monthsago(2021-04-13))[±]MicroEditionSuite4.6.1(August17,2021;6monthsago(2021-08-17))[±]","Australia"
"cryptlib","PeterGutmann","Yes","SleepycatLicenseandcommerciallicense","PeterGutmann","C","3.4.5(2019;3yearsago(2019))[±]","NZ"
"GnuTLS","GnuTLSproject","Yes","GNULGPLv2.1+","FreeSoftwareFoundation","C","3.6.16(May24,2021;9monthsago(2021-05-24))[±]","EU(GreeceandSweden)"
"JavaSecureSocketExtension(JSSE)","Oracle","Yes","GNUGPLv2andcommerciallicense","Oracle","Java","17.0.2(January18,2022;52daysago(2022-01-18))[±]11.0.14(January18,2022;52daysago(2022-01-18))[±]8u321(January18,2022;52daysago(2022-01-18))[±]","US"
"LibreSSL","OpenBSDProject","Yes","ApacheLicense1.0,4-clauseBSDLicense,ISCLicense,andsomearepublicdomain","EricYoung,TimHudson,Sun,OpenSSLproject,OpenBSDProject,andothers","C,assembly","3.4.2(25November2021;3monthsago(2021-11-25))[±]","Canada"
"MatrixSSL","PeerSecNetworks","Yes","GNUGPLv2+andcommerciallicense","PeerSecNetworks","C","4.2.2(September11,2019;2yearsago(2019-09-11))[±]","US"
"MbedTLS(previouslyPolarSSL)","Arm","Yes","ApacheLicense2.0,GNUGPLv2+andcommerciallicense","ArmHoldings","C","3.0.0(July7,2021;8monthsago(2021-07-07))[±]","EU(Netherlands)"
"NetworkSecurityServices(NSS)","Mozilla,AOL,RedHat,Sun,Oracle,Googleandothers","Yes","MPL2.0","NSScontributors","C,assembly","Standard3.68/July8,2021;8monthsago(2021-07-08)ExtendedSupportRelease3.53.1/June16,2020;20monthsago(2020-06-16)","Standard","3.68/July8,2021;8monthsago(2021-07-08)","ExtendedSupportRelease","3.53.1/June16,2020;20monthsago(2020-06-16)","US"
"Standard","3.68/July8,2021;8monthsago(2021-07-08)"
"ExtendedSupportRelease","3.53.1/June16,2020;20monthsago(2020-06-16)"
"OpenSSL","OpenSSLproject","Yes","OpenSSL-SSLeaydual-licenseforanyreleasebeforeOpenSSL3.0.0Apache_License2.0forOpenSSL3.0.0andlaterreleases","EricYoung,TimHudson,Sun,OpenSSLproject,andothers","C,assembly","3.0.1(14December2021;2monthsago(2021-12-14))[±]","Australia/EU"
"s2n","Amazon","Yes","ApacheLicense2.0,GNUGPLv2+andcommerciallicense","Amazon,Inc.","C","Continuous","US"
"SChannel","Microsoft","No","Proprietary","MicrosoftInc.","","Windows10,2015-07-29","US"
"SecureTransport","AppleInc.","Yes","APSL2.0","AppleInc.","","57337.20.44(OSX10.11.2),2015-12-08","US"
"wolfSSL(previouslyCyaSSL)","wolfSSL","Yes","GNUGPLv2+andcommerciallicense","wolfSSLInc.","C","5.1.1(January3,2022;2monthsago(2022-01-03))[±]","US"
"Erlang/OTPSSLapplication","Ericsson","Yes","ApacheLicense2.0","Ericsson","Erlang","OTP-21,2018-06-19","Sweden"
"Implementation","Developedby","Opensource","Softwarelicense","Copyrightowner","Writtenin","Lateststableversion,releasedate","Origin"
