"JohnMcCain","BarackObama","JohnMcCain","BarackObama"
"OnFebruary18,2007,JohnMcCainstated,""IdonotsupportRoeversusWade.Itshouldbeoverturned.""McCainbelievesthatRoev.Wadeshouldbeoverturnedandthattheissueofabortionshouldbereturnedtothestates.","Inhiswrite-inresponsetoa1998survey,Obamastatedhisabortionpositionas:""AbortionsshouldbelegallyavailableinaccordancewithRoev.Wade.""WhileservingintheIllinoisSenate,Obamavotedagainstbillsthatincludedpartialbirthabortionbans.InthepresidentialdebateofOctober16,2008,hearguedthatpartialbirthabortionswerealreadyillegal,andhedoesnotsupportthepracticeinaccordancewithIllinoislaw.Hehasreceiveda100percentratingfromtheIllinoisPlannedParenthoodCouncil","OnFebruary18,2007,JohnMcCainstated,""IdonotsupportRoeversusWade.Itshouldbeoverturned.""McCainbelievesthatRoev.Wadeshouldbeoverturnedandthattheissueofabortionshouldbereturnedtothestates.","Inhiswrite-inresponsetoa1998survey,Obamastatedhisabortionpositionas:""AbortionsshouldbelegallyavailableinaccordancewithRoev.Wade.""WhileservingintheIllinoisSenate,Obamavotedagainstbillsthatincludedpartialbirthabortionbans.InthepresidentialdebateofOctober16,2008,hearguedthatpartialbirthabortionswerealreadyillegal,andhedoesnotsupportthepracticeinaccordancewithIllinoislaw.Hehasreceiveda100percentratingfromtheIllinoisPlannedParenthoodCouncil"
"ChuckBaldwin","BobBarr","CynthiaMcKinney","RalphNader"
"BaldwinwouldencourageCongresstopassRonPaul'sSanctityofLifeAct.Woulddenyfederalfundstoabortionclinics.","","McKinneysupportsfullreproductiverightsforwomen,includingsafeaccesstocomprehensiveprenatalandpostnatal/infantcare;familyplanningservicesandcontraception,including""morningafter""medication;andabortion.Sherejectsforced,coerced,oruninformedmedicationandsterilization,andsupportssingle-payeruniversalhealthcare.","Naderisopposedtolegalrestrictionsonabortion,""Idon'tthinkgovernmenthastheproperroleinforcingawomantohaveachildorforcingawomannottohaveachild...Thisissomethingthatshouldbeprivatelydecidedwiththefamily,woman,alltheotherprivatefactorsofit,butweshouldworktowardpreventingthenecessityofabortion."""
