"Freeandopen-sourcesoftware","Proprietarysoftware","Proprietarysoftware"
"Freeandopen-sourcesoftware","Freeware,Trialware,Freemium,Shareware","Commercial(paid)"
"CinePaintDarktableDigiKamF-Spot(inactive)G'MICGIMPGimPhotoGIMPshopGNUPaintGrafX2GraphicsMagickgThumbHuginImageJImageMagickKolourPaintKritaLazPaintLightZonemtPaintMyPaintPanoramaToolsPencil2DPhatch(inactive)PintaRawstudioRawTherapeeSeashoreShotwellTileStudioTuxPaintUFRaw","AbilityPhotopaintACDCanvasX(formerlyDenebaCanvas)AcornImageEditorArcSoftPhotoImpressionArtipicArtRageAutodeskSketchBookProBloomImageEditorBrushStrokesImageEditorCaptureOneChasysDrawIESCodedColorPhotoStudioProErdasImagineFastStoneImageViewerFatpaintFotografixGraphicConverterHeliconFilterIrfanViewIridientDeveloperKidPixLiveQuartzLViewProMangaStudio(ClipStudioPaint)MicrosoftPaintNeoPaintOpenCanvasPaintToolSAIPaint.NETPhotogenicsPhotoLinePhotoMechanicPhotos(Appleapp)PhotoRasterPhotoScapePicMasterPixelmatorPixiaPMviewPortraitProfessionalProcreate_(software)ProjectDogwaffleQFXSerifPhotoPlusTVPaintXaraPhoto&GraphicDesignerXnViewZonerPhotoStudio","ACDSeeAdobePhotoshopAdobePhotoshopLightroomAdobePhotoshopElementsAffinityPhotoCorelPainterCorelPainterEssentialsCorelPaintShopProCorelPhoto-PaintLEADTOOLSMaraPixlrPicMonkeyPicsartPhotopea"
