"Name","Licence","Language","Platform","Details"
"pyftpdlib","MITLicense","Python","Platformindependent","Ahigh-levelportablelibrarytoeasilywriteasynchronousFTPserverswithPython.ItiscurrentlythemostcompleteRFC-959FTPserverimplementationavailableforPython."
