"","Version","Operatingsystems","Officesuite","Developer","License","ECMA-376","ISO/IEC29500:2008","Notes"
"CollaboraOffice","Allversions","Windows,macOS,Linux,Android,iOS,iPadOS,ChromeOSChromebooks","CollaboraOffice","Collabora","MPL","Yes","Yes",""
"CollaboraOnline","Allversions","Webapplication","CollaboraOnline","Collabora","MPL","Yes","Yes",""
"DataVizSheetToGo","11.000","PalmOS,WindowsMobile,Symbian(UIQ,S80)","DocumentsToGo","DataViz","Proprietary","Yes","",""
"EIOfficeSpreadsheet","2009,5.0.1272.101","Windows,Linux","EIOffice","EvermoreSoftware","Proprietary","Yes","","Importonly"
"Gnumeric","1.8","Linux,Unix,Windows","","GNOME","GPL","Yes","","Incompletesupport"
"Go-ooCalc","3.0.0","Windows,Linux,Unix,MacOSX","Go-oo","Freesoftwarecommunity","LGPL,CDDL","Yes","","Importonly"
"GoogleDocs","(current)","Webapplication","GoogleDocs","Google","Proprietary","Yes","",""
"IBMLotusSymphony","1.3","Windows,MacOSX,Linux","IBMLotusSymphony","IBM","Proprietary","Yes","","Importonly"
"KingsoftOfficeSpreadsheets","2009,6.3.0.1733","Windows","KingsoftOffice","Kingsoft","Proprietary","Yes","","Importonlybetasupport"
"LibreOffice","Allversions","Windows,macOS,Linux,Unix","LibreOffice","TheDocumentFoundation","MPL","Yes","Yes",""
"MicrosoftOfficeExcel","2013,2011forMac","Windows,MacOSX","MicrosoftOffice","Microsoft","Proprietary","Yes","Yes",""
"MicrosoftOfficeMobileExcelMobile","6.1","WindowsMobile","MicrosoftOfficeMobile","Microsoft","Proprietary","Yes","",""
"MicrosoftWorksSpreadsheet","9","Windows","MicrosoftWorks","Microsoft","Proprietary","Yes","Yes",""
"NeoOfficeCalc","2.2.5","MacOSX","NeoOffice","PatrickLubyandEdwardPeterlin","GPL","Yes","",""
"Numbers","'08","MacOSX","iWork","AppleInc.","Proprietary","Yes","",""
"ONLYOFFICE","5.2","Webapplication","ONLYOFFICE","AscensioSystemSIA","Proprietary,AGPL","Yes","",""
"OpenOffice.orgCalc","3.0","Windows,Linux,Unix,MacOSX","OpenOffice.org","OpenOffice.org","LGPL","Yes","","Importonly"
"QuattroPro","X4(2008)","Windows","WordPerfectOffice","Corel","Proprietary","Yes","","Importonly"
"StarOfficeCalc","9","Windows,Linux,Solaris","StarOffice","SunMicrosystems","Proprietary","Yes","","Importonly"
"ThinkfreeOfficeCalc","","Windows,MacOSX,Linux","ThinkfreeOffice","ThinkFreeCorp","Proprietary","Yes","",""
"","Version","Operatingsystems","Officesuite","Developer","License","ECMA-376","ISO/IEC29500:2008","Notes"
