"Model","Launch","Codename","Process","Transistors(billion)","Diesize(mm)","Coreconfig","Businterface","L2Cache(MB)","Clockspeeds","Memory","Fillrate","Processingpower(TFLOPS)","Ray-tracingPerformance","Processingpower(TFLOPS)","Processingpower(TFLOPS)","Memory","Memory","Clockspeeds","Clockspeeds","Memory","Fillrate","Processingpower(TFLOPS)","Ray-tracingPerformance","TDP(Watts)"
"Model","Launch","Codename","Process","Transistors(billion)","Diesize(mm)","Coreconfig","Businterface","L2Cache(MB)","Basecoreclock(MHz)","Boostcoreclock(MHz)","Memory(MT/s)","Size(GiB)","Bandwidth(GB/s)","TDP(Watts)","Bustype","Buswidth(bit)","Pixel(GP/s)","Texture(GT/s)","Singleprecision","Doubleprecision","Halfprecision","Tensorcompute(FP16)","Rays/s(Billions)","RTXOPS/s(Trillions)"
"GeForceRTX3050","May11,2021","GA107","Samsung8N","","","2048:64:40:64:16(16)(3)","PCIe4.0x16","2","713-1530","1057-1740","14000","4","224","GDDR6","128","60","96","2.92-6.274.33-7.13","0.016-0.0980.068-0.111","2.92-6.274.33-7.13","","","","35-80"
"GeForceRTX3050Ti","May11,2021","GA107","Samsung8N","","","2560:80:48:80:20(20)(3)","PCIe4.0x16","2","735-1463","1035-1695","14000","4","224","GDDR6","128","71.28","118.8","3.76-7.495.30-8.68","0.059-0.1170.083-0.136","3.76-7.495.30-8.68","","","","35-80"
"GeForceRTX3060","February25,2021","GA106","Samsung8N","13.25","276","3840:120:48:120:30(30)(3)","PCIe4.0x16","3","900-1387","1283-1703","14000","6","336","GDDR6","192","68.4","171.0","6.91-10.659.85-13.08","0.108-0.1660.154-0.204","6.91-10.659.85-13.08","","","","60-115"
"GeForceRTX3070","January12,2021","GA104-770-A1","Samsung8N","17.4","392","5120:160:80:160:40(40)(6)","PCIe4.0x16","4","1110-1215","1290-1620","1200014000","8","336448","GDDR6","256","124.8","249.6","11.37-12.4413.21-16.59","0.178-0.1940.206-0.259","11.37-12.4413.21-16.59","","","","80-140"
"GeForceRTX3080","January12,2021","GA104-775-A1","17.4","392","6144:192:96:192:48(48)(6)","4","Samsung8N","1110-1350","1200014000","8","336448","256","1245-1710","148.3","PCIe4.0x16","296.6","13.64-16.5915.30-21.01","0.213-0.2590.239-0.328","13.64-16.5915.30-21.01","","","GDDR6","","80-150"
