"gou","??","gou","kou","gou","gou","keou","gou","gou","gour","goou","gow","kou",""
"gu","??","gu","ku","gu","gu","kou","gu","gu","gwu","guu","guh","ku",""
"gua","???","gua","kua","gua","gwa","koua","gua","gua","gwa","goa","guah","kua",""
"guai","???","guai","kuai","guai","gwai","kouai","guai","guai","gwai","goai","guay","kuai",""
"guan","???","guan","kuan","guan","gwan","kouan","guan","guan","gwan","goan","guann","kuan",""
"guang","???","guang","kuang","guang","gwang","kouang","guang","guang","gwang","goang","guanq","kua?",""
"gui","???","guei","kuei","guei","gwei","kouei","gui","guei","gwei","goei","guey","kuei",""
"gun","???","gun","kun","guen","gwun","kouen","gun","guen","gwen","goen","guenn","ku?n",""
"guo","???","guo","kuo","guo","gwo","kouo","guo","guo","gwo","guoo","guoh","kuo",""
"ha","??","ha","ha","ha","ha","ha","ha","ha","har","haa","hah","xa",""
"hai","??","hai","hai","hai","hai","hai","hai","hai","hair","hae","hay","xai",""
"han","??","han","han","han","han","han","han","han","harn","haan","hann","xan",""
"hang","??","hang","hang","hang","hang","hang","hang","hang","harng","haang","hanq","xa?",""
"hao","??","hao","hao","hau","hau","hao","hau","hau","haur","hao","haw","xau",""
"he","??","he","ho","he","he","hö","ho","he","her","hee","heh","x?",""
"hei","??","hei","hei","hei","hei","hei","he","hei","heir","heei","hey","xei",""
"hen","??","hen","hên","hen","hen","hen","hën","hen","hern","heen","henn","x?n",""
"heng","??","heng","hêng","heng","heng","heng","hëng","heng","herng","heeng","henq","x??",""
"hong","???","hong","hung","hung","hung","hong","hung","hong","horng","hoong","honq","x??",""
"hou","??","hou","hou","hou","hou","heou","hou","hou","hour","hoou","how","xou",""
"hu","??","hu","hu","hu","hu","hou","hu","hu","hwu","huu","huh","xu",""
"hua","???","hua","hua","hua","hwa","houa","hua","hua","hwa","hoa","huah","xua",""
"huai","???","huai","huai","huai","hwai","houai","huai","huai","hwai","hoai","huay","xuai",""
"huan","???","huan","huan","huan","hwan","houan","huan","huan","hwan","hoan","huann","xuan",""
"huang","???","huang","huang","huang","hwang","houang","huang","huang","hwang","hoang","huanq","xua?",""
"hui","???","huei","hui","huei","hwei","houei","hui","huei","hwei","hoei","huey","xuei",""
"hun","???","hun","hun","huen","hwun","houen","hun","huen","hwen","hoen","huenn","xu?n",""
"huo","???","huo","huo","huo","hwo","houo","huo","huo","hwo","huoo","huoh","xuo",""
"ji","??","ji","chi","ji","ji","ki","dji","ji","jyi","jii","jih","t?i",""
"jia","???","jia","chia","jia","jya","kia","djia","jia","jya","jea","jiah","t?ia",""
"jian","???","jian","chien","jian","jyan","kien","djiän","jian","jyan","jean","jiann","t?i?n",""
"jiang","???","jiang","chiang","jiang","jyang","kiang","djiang","jiang","jyang","jeang","jianq","t?ia?",""
"jiao","???","jiao","chiao","jiau","jyau","kiao","djiau","jiau","jyau","jeau","jiaw","t?iau",""
"jie","???","jie","chieh","jie","jye","kie","djiä","jie","jye","jiee","jieh","t?ie",""
"jin","???","jin","chin","jin","jin","kin","djin","jin","jyn","jiin","jinn","t?in",""
"jing","???","jing","ching","jing","jing","king","djing","jing","jyng","jiing","jinq","t?i?",""
"jiong","???","jyong","chiung","jiung","jyung","kiong","djiung","jiong","jyong","jeong","jionq","t?i??",""
"jiu","???","jiou","chiu","jiou","jyou","kieou","djiu","jiou","jyou","jeou","jiow","t?iou",""
"ju","??","jyu","chü","jiu","jyu","kiu","djü","jiu","jyu","jeu","jiuh","t?y",""
"juan","???","jyuan","chüan","jiuan","jywan","kiuan","djüan","jiuan","jyuan","jeuan","jiuann","t?y?n",""
"jue","???","jyue","chüeh","jiue","jywe","kiue","djüä","jiue","jyue","jeue","jiueh","t?ye",""
"jun","???","jyun","chün","jiun","jyun","kiun","djün","jiun","jyun","jeun","jiunn","t?yn",""
"ka","??","ka","k?a","ka","ka","k'a","ka","ka","kar","kaa","kah","k?a",""
"kai","??","kai","k?ai","kai","kai","k'ai","kai","kai","kair","kae","kay","k?ai",""
"kan","??","kan","k?an","kan","kan","k'an","kan","kan","karn","kaan","kann","k?an",""
"kang","??","kang","k?ang","kang","kang","k'ang","kang","kang","karng","kaang","kanq","k?a?",""
"kao","??","kao","k?ao","kau","kau","k'ao","kau","kau","kaur","kao","kaw","k?au",""
"ke","??","ke","k?o","ke","ke","k'ö","kö","ke","ker","kee","keh","k??",""
"kei","??","kei","k?ei","kei","kei","","","kei","keir","keei","key","k?ei",""
"ken","??","ken","k?ên","ken","ken","k'en","kën","ken","kern","keen","kenn","k??n",""
"keng","??","keng","k?êng","keng","keng","k'eng","këng","keng","kerng","keeng","kenq","k???",""
"kong","???","kong","k?ung","kung","kung","k'ong","kung","kong","korng","koong","konq","k???",""
"kou","??","kou","k?ou","kou","kou","k'eou","kou","kou","kour","koou","kow","k?ou",""
"ku","??","ku","k?u","ku","ku","k'ou","gu","ku","kwu","kuu","kuh","k?u",""
"kua","???","kua","k?ua","kua","kwa","k'oua","kua","kua","kwa","koa","kuah","k?ua",""
"kuai","???","kuai","k?uai","kuai","kwai","k'ouai","kuai","kuai","kwai","koai","kuay","k?uai",""
"kuan","???","kuan","k?uan","kuan","kwan","k'ouan","kuan","kuan","kwan","koan","kuann","k?uan",""
"kuang","???","kuang","k?uang","kuang","kwang","k'ouang","kuang","kuang","kwang","koang","kuanq","k?ua?",""
"kui","???","kuei","k?uei","kuei","kwei","k'ouei","kue","kuei","kwei","koei","kuey","k?uei",""
"kun","???","kun","k?un","kuen","kwun","k'ouen","kun","kuen","kwen","koen","kuenn","k?u?n",""
"kuo","???","kuo","k?uo","kuo","kwo","k'ouo","kuo","kuo","kwo","kuoo","kuoh","k?uo",""
"la","??","la","la","la","la","la","la","lha","la","laa","lah","la",""
"lai","??","lai","lai","lai","lai","lai","lai","lhai","lai","lae","lay","lai",""
"lan","??","lan","lan","lan","lan","lan","lan","lhan","lan","laan","lann","lan",""
"lang","??","lang","lang","lang","lang","lang","lang","lhang","lang","laang","lanq","la?",""
"lao","??","lao","lao","lau","lau","lao","lau","lhau","lau","lao","law","lau",""
"le","??","le","lê","le","le","lö","lö","lhe","le","lee","leh","l?",""
"lei","??","lei","lei","lei","lei","lei","le","lhei","lei","leei","ley","lei",""
"leng","??","leng","lêng","leng","leng","leng","lëng","lheng","leng","leeng","lenq","l??",""
"li","??","li","li","li","li","li","li","lhi","li","lii","lih","li",""
"lia","???","lia","lia","lia","lya","lea","lia","lhia","lia","lea","liah","lia",""
"lian","???","lian","lien","lian","lyan","lien","liän","lhian","lian","lean","liann","li?n",""
"liang","???","liang","liang","liang","lyang","leang","liang","lhiang","liang","leang","lianq","lia?",""
"liao","???","liao","liao","liau","lyau","liao","liau","lhiau","liau","leau","liaw","liau",""
"lie","???","lie","lieh","lie","lye","lie","liä","lhie","lie","liee","lieh","lie",""
"lin","???","lin","lin","lin","lin","lin","lin","lhin","lin","liin","linn","lin",""
"ling","???","ling","ling","ling","ling","ling","ling","lhing","ling","liing","linq","li?",""
"liu","???","liou","liu","liou","lyou","lieou","liou","lhiou","liou","leou","liow","liou",""
"lo","??","lo","lo","lo","lo","lo","lo","lho","lo","loo","loh","l?",""
"long","???","long","lung","lung","lung","long","lung","lhong","long","loong","lonq","l??",""
"lou","??","lou","lou","lou","lou","leou","lou","lhou","lou","loou","low","lou",""
"lu","??","lu","lu","lu","lu","lou","lu","lhu","lu","luu","luh","lu",""
"lü","??","lyu","lü","liu","lyu","liu","lü","lhiu","liu","leu","liuh","ly",""
"luan","???","luan","luan","luan","lwan","louan","luan","lhuan","luan","loan","luann","luan",""
"lüan","???","lyuan","lüan","liuan","lwan?","liuan","lüän","lhiuan","liuan","leuan","liuann","ly?n",""
"lüe","???","lyue","lüeh","liue","lywe","liue","lüä","lhiue","liue","leue","liueh","lye",""
"lun","???","lun","lun","luen","lwun","loun","lun","lhuen","luen","loen","luenn","lu?n",""
"lün","???","lyun","lün","liun","lyun","liun","lün","lhiun","liun","leun","liunn","lyn",""
"luo","???","luo","lo","luo","lwo","louo","lo","lhuo","luo","luoo","luoh","luo",""
"ma","??","ma","ma","ma","ma","ma","ma","mha","ma","maa","mah","ma",""
"mai","??","mai","mai","mai","mai","mai","mai","mhai","mai","mae","may","mai",""
"man","??","man","man","man","man","man","man","mhan","man","maan","mann","man",""
"mang","??","mang","mang","mang","mang","mang","mang","mhang","mang","maang","manq","ma?",""
"mao","??","mao","mao","mau","mau","mao","mau","mhau","mau","mao","maw","mau",""
"me","??","me","mê","me","me","mö","mö","mhe","me","mee","meh","m?",""
"mei","??","mei","mei","mei","mei","mei","me","mhei","mei","meei","mey","mei",""
"men","??","men","mên","men","men","men","mën","mhen","men","meen","menn","m?n",""
"meng","??","meng","mêng","meng","meng","meng","mëng","mheng","meng","meeng","menq","m??",""
"mi","??","mi","mi","mi","mi","mi","mi","mhi","mi","mii","mih","mi",""
"mian","???","mian","mien","mian","myan","mian","miän","mhian","mian","mean","miann","mi?n",""
"miao","???","miao","miao","miau","myau","miao","miau","mhiau","miau","meau","miaw","miau",""
"mie","???","mie","mieh","mie","mye","mie","miä","mhie","mie","miee","mieh","mie",""
"min","???","min","min","min","min","min","min","mhin","min","miin","minn","min",""
"ming","???","ming","ming","ming","ming","ming","ming","mhing","ming","miing","minq","mi?",""
"miu","???","miou","miu","miou","myou","mieou","miu","mhiou","miou","meou","miow","miou",""
"mo","??","mo","mo","mo","mwo","mo","mo","mho","mo","moo","moh","muo",""
"mou","??","mou","mou","mou","mou","meou","mou","mhou","mou","moou","mow","mou",""
"mu","??","mu","mu","mu","mu","mou","mu","mhu","mu","muu","muh","mu",""
"na","??","na","na","na","na","na","na","nha","na","naa","nah","na",""
"nai","??","nai","nai","nai","nai","nai","nai","nhai","nai","nae","nay","nai",""
"nan","??","nan","nan","nan","nan","nan","nan","nhan","nan","naan","nann","nan",""
"nang","??","nang","nang","nang","nang","nang","nang","nhang","nang","naang","nanq","na?",""
"nao","??","nao","nao","nau","nau","nao","nau","nhau","nau","nao","naw","nau",""
"ne","??","ne","nê","ne","ne","nö","nö","nhe","ne","nee","neh","n?",""
"nei","??","nei","nei","nei","nei","nei","ne","nhei","nei","neei","ney","nei",""
"nen","??","nen","nên","nen","nen","nen","nën","nhen","nen","neen","nenn","n?n",""
"neng","??","neng","nêng","neng","neng","neng","nëng","nheng","neng","neeng","nenq","n??",""
"ni","??","ni","ni","ni","ni","ni","ni","nhi","ni","nii","nih","ni",""
"nia","???","nia","nia","nia","nya","nia","nia","nia","niar","niaa","niah","nia",""
"nian","???","nian","nien","nian","nyan","nien","niän","nhian","nian","nean","niann","ni?n",""
"niang","???","niang","niang","niang","nyang","niang","niang","nhiang","niang","neang","nianq","nia?",""
"niao","???","niao","niao","niau","nyau","niao","niau","nhiau","niau","neau","niaw","niau",""
"nie","???","nie","nieh","nie","nye","nie","niä","nhie","nie","niee","nieh","nie",""
"nin","???","nin","nin","nin","nin","nin","nin","nhin","nin","niin","ninn","nin",""
"ning","???","ning","ning","ning","ning","ning","ning","nhing","ning","niing","ninq","ni?",""
"niu","???","niou","niu","niou","nyou","nieou","niu","nhiou","niou","neou","niow","niou",""
"nong","???","nong","nung","nung","nung","nong","nung","nhong","nong","noong","nonq","n??",""
"nou","??","nou","nou","nou","nou","neou","nou","nhou","nou","noou","now","nou",""
"nu","??","nu","nu","nu","nu","nou","nu","nhu","nu","nuu","nuh","nu",""
"nü","??","nyu","nü","niu","nyu","niu","nü","nhiu","niu","neu","niuh","ny",""
"nuan","???","nuan","nuan","nuan","nwan","nouan","nuan","nhuan","nuan","noan","nuann","nuan",""
"nüe","???","nyue","nüeh","niue","nywe","nio","nüä","nhiue","niue","neue","niueh","nye",""
"nun","???","nun","nun","nuen","nwun","nouen","nun","nhuen","nuen","noen","nuenn","nu?n",""
"nuo","???","nuo","no","nuo","nwo","no","no","nhuo","nuo","nuoo","nuoh","nuo",""
"o","?","o","o","o","o?","o","o","o","or","oo","oh","??",""
"ou","?","ou","ou","ou","ou","ngeou","ou","ou","our","oou","ow","ou",""
"pa","??","pa","p?a","pa","pa","p'a","pa","pa","par","paa","pah","p?a",""
"pai","??","pai","p?ai","pai","pai","p'ai","pai","pai","pair","pae","pay","p?ai",""
"pan","??","pan","p?an","pan","pan","p'an","pan","pan","parn","paan","pann","p?an",""
"pang","??","pang","p?ang","pang","pang","p'ang","pang","pang","parng","paang","panq","p?a?",""
"pao","??","pao","p?ao","pau","pau","p'ao","pau","pau","paur","pao","paw","p?au",""
"pei","??","pei","p?ei","pei","pei","p'ei","pe","pei","peir","peei","pey","p?ei",""
"pen","??","pen","p?ên","pen","pen","p'en","pën","pen","pern","peen","penn","p??n",""
"peng","??","peng","p?êng","peng","peng","p'eng","pëng","peng","perng","peeng","penq","p???",""
"pi","??","pi","p?i","pi","pi","p'i","pi","pi","pyi","pii","pih","p?i",""
"pian","???","pian","p?ien","pian","pyan","p'ien","piän","pian","pyan","pean","piann","p?i?n",""
"piao","???","piao","p?iao","piau","pyau","p'iao","piau","piau","pyau","peau","piaw","p?iau",""
"pie","???","pie","p?ieh","pie","pye","p'ie","piä","pie","pye","piee","pieh","p?ie",""
"pin","???","pin","p?in","pin","pin","p'in","pin","pin","pyn","piin","pinn","p?in",""
"ping","???","ping","p?ing","ping","ping","p'ing","ping","ping","pyng","piing","pinq","p?i?",""
"po","??","po","p?o","po","pwo","p'o","po","po","por","poo","poh","p?uo",""
"pou","??","pou","p?ou","pou","pou","p'eou","pou","pou","pour","poou","pow","p?ou",""
"pu","??","pu","p?u","pu","pu","p'ou","pu","pu","pwu","puu","puh","p?u",""
"qi","??","ci","ch?i","chi","chi","k'i","tji","chi","chyi","chii","chih","t??i",""
"qia","???","cia","ch?ia","chia","chya","k'ia","tjia","chia","chya","chea","chiah","t??ia",""
"qian","???","cian","ch?ien","chian","chyan","k'ien","tjiän","chian","chyan","chean","chiann","t??i?n",""
"qiang","???","ciang","ch?iang","chiang","chyang","k'iang","tjiang","chiang","chyang","cheang","chianq","t??ia?",""
"qiao","???","ciao","ch?iao","chiau","chyau","k'iao","tjiau","chiau","chyau","cheau","chiaw","t??iau",""
"qie","???","cie","ch?ieh","chie","chye","k'ie","tjiä","chie","chye","chiee","chieh","t??ie",""
"qin","???","cin","ch?in","chin","chin","k'in","tjin","chin","chyn","chiin","chinn","t??in",""
"qing","???","cing","ch?ing","ching","ching","k'ing","tjing","ching","chyng","chiing","chinq","t??i?",""
"qiong","???","cyong","ch?iung","chiung","chyung","k'iong","tjiung","chiong","chyong","cheong","chionq","t??i??",""
"qiu","???","ciou","ch?iu","chiou","chyou","k'ieou","tjiu","chiou","chyou","cheou","chiow","t??iou",""
"qu","??","cyu","ch?ü","chiu","chyu","k'iu","tjü","chiu","chyu","cheu","chiuh","t??y",""
"quan","???","cyuan","ch?üan","chiuan","chywan","k'iuan","tjüan","chiuan","chyuan","cheuan","chiuann","t??y?n",""
"que","???","cyue","ch?üeh","chiue","chywe","k'iue","tjüä","chiue","chyue","cheue","chiueh","t??ye",""
"qun","???","cyun","ch?ün","chiun","chyun","k'iun","tjün","chiun","chyun","cheun","chiunn","t??yn",""
"ran","??","ran","jan","ran","ran","jan","jan","rhan","ran","raan","rann","?an",""
"rang","??","rang","jang","rang","rang","jang","jang","rhang","rang","raang","ranq","?a?",""
"rao","??","rao","jao","rau","rau","jao","jau","rhau","rau","rao","raw","?au",""
"re","??","re","jê","re","re","jö","jö","rhe","re","ree","reh","??",""
"ren","??","ren","jên","ren","ren","jen","jën","rhen","ren","reen","renn","??n",""
"reng","??","reng","jêng","reng","reng","jeng","jëng","rheng","reng","reeng","renq","???",""
"ri","?","rih","jih","r","r","je","jï","rhy","ry","ryy","ryh","??",""
"rong","???","rong","jung","rung","rung","jong","jung","rhong","rong","roong","ronq","???",""
"rou","??","rou","jou","rou","rou","jeou","jou","rhou","rou","roou","row","?ou",""
"ru","??","ru","ju","ru","ru","jou","ju","rhu","ru","ruu","ruh","?u",""
"ruan","???","ruan","juan","ruan","rwan","jouan","juan","rhuan","ruan","roan","ruann","?uan",""
"rui","???","ruei","jui","ruei","rwei","jouei","jui","rhuei","ruei","roei","ruey","?uei",""
"run","???","run","jun","ruen","rwun","jouen","jun","rhuen","ruen","roen","ruenn","?u?n",""
"ruo","???","ruo","jo","ruo","rwo","jo","jo","rhuo","ruo","ruoo","ruoh","?uo",""
"sa","??","sa","sa","sa","sa","sa","sa","sa","sar","saa","sah","sa",""
"sai","??","sai","sai","sai","sai","sai","sai","sai","sair","sae","say","sai",""
"san","??","san","san","san","san","san","san","san","sarn","saan","sann","san",""
"sang","??","sang","sang","sang","sang","sang","sang","sang","sarng","saang","sanq","sa?",""
"sao","??","sao","sao","sau","sau","sao","sau","sau","saur","sao","saw","sau",""
"se","??","se","sê","se","se","sö","sö","se","ser","see","seh","s?",""
"sei","??","sei","sei","sei","sei","","","sei","seir","seei","sey","sei",""
"sen","??","sen","sên","sen","sen","sën","sën","sen","sern","seen","senn","s?n",""
"seng","??","seng","sêng","seng","seng","sëng","sëng","seng","serng","seeng","senq","s??",""
"sha","??","sha","sha","sha","sha","cha","scha","sha","shar","shaa","shah","?a",""
"shai","??","shai","shai","shai","shai","chai","schai","shai","shair","shae","shay","?ai",""
"shan","??","shan","shan","shan","shan","chan","schan","shan","sharn","shaan","shann","?an",""
"shang","??","shang","shang","shang","shang","chang","schang","shang","sharng","shaang","shanq","?a?",""
"shao","??","shao","shao","shau","shau","chao","schau","shau","shaur","shao","shaw","?au",""
"she","??","she","shê","she","she","chö","schö","she","sher","shee","sheh","??",""
"shei","??","shei","shei","shei","shei","chei","schei","shei","sheir","sheei","shey","?ei",""
"shen","??","shen","shên","shen","shen","chen","schën","shen","shern","sheen","shenn","??n",""
"sheng","??","sheng","shêng","sheng","sheng","cheng","schëng","sheng","sherng","sheeng","shenq","???",""
