"Model","Launch","Codename","Graphicscore","Fab(nm)","Transistors(million)","Diesize(mm)","Businterface","Coreclock(MHz)","Coreconfig","Fillrate","Memory","Memory","Memory","Memory","Fillrate","Fillrate","Memory","Processingpower(GFLOPS)","Features/Notes"
"Model","Launch","Codename","Graphicscore","Fab(nm)","Transistors(million)","Diesize(mm)","Businterface","Coreclock(MHz)","Coreconfig","Pixel(GP/s)","Texture(GT/s)","Processingpower(GFLOPS)","Features/Notes","FP32(GP/s)","Size(MB)","Bandwidth(GB/s)","Bustype","Effectiveclock(MHz)","Buswidth(bit)"
"RadeonHD4200Graphics(785GChipset)","Aug2009","RS880","RV620","55",">205","~73(~9×8.05)","HT3.0","500","40:4:4","2","2","1","Upto512system+optional128sideport","20.8(system)+2.6(sideport)","HT(system)+DDR2-1066DDR3-1333(sideport)","1333(sideport)","16(sideport)","40","UVD2"
"RadeonHD4250Graphics(880GChipset)","Mar2010","RS880","RV620","55",">205","~73(~9×8.05)","HT3.0","560","40:4:4","2.24","2.24","1.12","Upto512system+optional128sideport","20.8(system)+2.6(sideport)","HT(system)+DDR3-1333(sideport)","1333(sideport)","16(sideport)","44.8","UVD2"
"RadeonHD4290Graphics(890GXChipset)","Mar2010","RS880D","700","RV620","55",">205","HT(system)+DDR3-1333(sideport)","~73(~9×8.05)","HT3.0","2.8","40:4:4","2.8","1.4","Upto512system+128sideport","56","20.8(system)+2.6(sideport)","1333(sideport)","16(sideport)","UVD2"
