"GPU","FLOPS","FLOPS","FLOPS"
"GPU","FP16","FP32","FP64"
"Gen4(GMA3,4)","-","(clockspeed)*(#ofFP32ALUs)","-"
"Gen5(HDGraphics)","-","(clockspeed)*(#ofFP32ALUs)","-"
"Gen6(HDGraphics2000,3000)","-","(clockspeed)*2*(#ofFP32ALUs)","-"
"Gen7(HDGraphics2500,4000~5200)","(clockspeed)*2*(#ofFP32ALUs)","-","(clockspeed)*(#ofFP32ALUs)/2"
"Gen8(HDGraphics5300~6300)","(clockspeed)*(#ofFP32ALUs)/2","(clockspeed)*2*(#ofFP32ALUs)","(clockspeed)*2*(#ofFP32ALUs)*2"
"Gen9(HDGraphics5xx,6xx)","(clockspeed)*2*(#ofFP32ALUs)*2","(clockspeed)*(#ofFP32ALUs)/2","(clockspeed)*2*(#ofFP32ALUs)"
"Gen11","(clockspeed)*2*(#ofFP32ALUs)*2","(clockspeed)*(#ofFP32ALUs)/2","(clockspeed)*2*(#ofFP32ALUs)"
