"Model","Launch","Codename","Process","Transistors(billion)","Diesize(mm)","Coreconfig","Businterface","L2Cache(MB)","Clockspeeds","Memory","Fillrate","Processingpower(GFLOPS)","Processingpower(GFLOPS)","Memory","Memory","Clockspeeds","Clockspeeds","Memory","Fillrate","Processingpower(GFLOPS)","TDP(Watts)","NVLinksupport","Releaseprice(USD)"
"Model","Launch","Codename","Process","Transistors(billion)","Diesize(mm)","Coreconfig","Businterface","L2Cache(MB)","Basecoreclock(MHz)","Boostcoreclock(MHz)","Memory(MT/s)","Size(GiB)","TDP(Watts)","NVLinksupport","Releaseprice(USD)","Bandwidth(GB/s)","Bustype","Buswidth(bit)","Pixel(GP/s)","Texture(GT/s)","Singleprecision","Doubleprecision","Halfprecision"
"GeForceGTX1650","April23,2019","TU117-300-A1","TSMC12FFN","4.7","200","896:56:32:1792:0(14)(2)","PCIe3.0x16","1","1485","1665","8000","4","128.0","GDDR5","128","47.52","83.16","2?661.002?984.00","83.1693.24","5?322.005?967.00","75","No","$149"
"GeForceGTX1650","April3,2020","TU117","TSMC12FFN","4.7","200","896:56:32:1792:0(14)(2)","PCIe3.0x16","1","1410","1590","12000","4","192.0","GDDR6","128","45.12","78.96","2?526.722?849.28","78.9689.04","5?053.445?698.56","75","No","$149"
"GeForceGTX1650","June18,2020","1410","1590","12000","192.0","GDDR6","TU106-125-A1","TSMC12FFN","2?526.722?849.28","78.9689.04","5?053.445?698.56","10.8","445","896:56:32:1792:0(14)(2)","PCIe3.0x16","1","50.88","89.04","90","4","128","No","$149"
"GeForceGTX1650Super","November22,2019","TU116-250-KA-A1","TSMC12FFN","12000","192.0","GDDR6","6.6","284","1280:80:32:2560:0(20)(3)","PCIe3.0x16","1.5","1530","1725","48.96","4","122.40","3?916.804?416.00","128","122.40138.00","7?833.608?832.00","100","$159","No"
"GeForceGTX1660","March14,2019","TU116-300-A1","6.6","284","TSMC12FFN","1.5","1530","1408:88:48:2816:0(22)(3)","192.0","1785","8000","PCIe3.0x16","6","GDDR5","192","73.44","134.64","4?308.005?027.00","134.64157.08","8?616.0010?053.00","120","$219","No"
"GeForceGTX1660Super","October29,2019","TU116-300-A1","1408:88:48:2816:0(22)(3)","1785","6.6","6","284","192","73.44","134.64","4?308.005?027.00","134.64157.08","8?616.0010?053.00","TSMC12FFN","1.5","1530","14000","336.0","GDDR6","PCIe3.0x16","125","$229","No"
"GeForceGTX1660Ti","February21,2019","TU116-400-A1","6.6","284","GDDR6","TSMC12FFN","6","1.5","192","1536:96:48:3072:0(24)(3)","1500","1770","PCIe3.0x16","12000","288.0","72.00","144.00","4?608.005?437.44","144.00169.92","9?216.0010?874.88","120","$279","No"
