"Model","CPUPCIeLink","PCIesupport","Multi-GPUsupport","Multi-GPUsupport","SATA+SATAExpress","USB3.1Gen2+3.1Gen1+2.0","RAID","Overclocking","TDP","Chipsetlithography"
"Model","CPUPCIeLink","PCIesupport","CrossFire","SATA+SATAExpress","USB3.1Gen2+3.1Gen1+2.0","RAID","Overclocking","TDP","Chipsetlithography","SLI"
"X399","×4","PCIe2.0×8","Yes","Yes","4+2","2+14+6","0,1,10","Yes","5W","Unknown"
