"DatasetName","Briefdescription","Preprocessing","Instances","Format","DefaultTask","Created(updated)","Reference","Creator"
"YachtHydrodynamicsDataset","Yachtperformancebasedondimensions.","Sixfeaturesaregivenforeachyacht.","308","Text","Regression","2013","","R.Lopez"
"RobotExecutionFailuresDataset","5datasetsthatcenteraroundroboticfailuretoexecutecommontasks.","Integervaluedfeaturessuchastorqueandothersensormeasurements.","463","Text","Classification","1999","","L.Seabraetal."
"PittsburghBridgesDataset","Designdescriptionisgivenintermsofseveralpropertiesofvariousbridges.","Variousbridgefeaturesaregiven.","108","Text","Classification","1990","","Y.Reichetal."
"AutomobileDataset","Dataaboutautomobiles,theirinsurancerisk,andtheirnormalizedlosses.","Carfeaturesextracted.","205","Text","Regression","1987","","J.Schimmeretal."
"AutoMPGDataset","MPGdataforcars.","Eightfeaturesofeachcargiven.","398","Text","Regression","1993","","CarnegieMellonUniversity"
"EnergyEfficiencyDataset","Heatingandcoolingrequirementsgivenasafunctionofbuildingparameters.","Buildingparametersgiven.","768","Text","Classification,regression","2012","","A.Xifaraetal."
"AirfoilSelf-NoiseDataset","Aseriesofaerodynamicandacoustictestsoftwoandthree-dimensionalairfoilbladesections.","Dataaboutfrequency,angleofattack,etc.,aregiven.","1503","Text","Regression","2014","","R.Lopez"
"ChallengerUSASpaceShuttleO-RingDataset","AttempttopredictO-ringproblemsgivenpastChallengerdata.","Severalfeaturesofeachflight,suchaslaunchtemperature,aregiven.","23","Text","Regression","1993","","D.Draperetal."
"Statlog(Shuttle)Dataset","NASAspaceshuttledatasets.","Ninefeaturesgiven.","58,000","Text","Classification","2002","","NASA"
