"DatasetName","Briefdescription","Preprocessing","Instances","Format","DefaultTask","Created(updated)","Reference","Creator"
"NumentaAnomalyBenchmark(NAB)","Dataareordered,timestamped,single-valuedmetrics.Alldatafilescontainanomalies,unlessotherwisenoted.","None","50+files","Commaseparatedvalues","Anomalydetection","2016(continuallyupdated)","","Numenta"
"SkoltechAnomalyBenchmark(SKAB)","Eachfilerepresentsasingleexperimentandcontainsasingleanomaly.Thedatasetrepresentsamultivariatetimeseriescollectedfromthesensorsinstalledonthetestbed.","TherearetwomarkupsforOutlierdetection(pointanomalies)andChangepointdetection(collectiveanomalies)problems","30+files(v0.9)","Commaseparatedvalues","Anomalydetection","2020(continuallyupdated)","","IuriiD.KatserandVyacheslavO.Kozitsin"
"OntheEvaluationofUnsupervisedOutlierDetection:Measures,Datasets,andanEmpiricalStudy","MostdatafilesareadaptedfromUCIMachineLearningRepositorydata,somearecollectedfromtheliterature.","treatedformissingvalues,numericalattributesonly,differentpercentagesofanomalies,labels","1000+files","ARFF","Anomalydetection","2016(possiblyupdatedwithnewdatasetsand/orresults)","","Camposetal."
