"Model","Launch","Codename","Fab(nm)","Transistors(million)","Diesize(mm)","Businterface","Clockrate","Clockrate","Fillrate","Memory","Processingpower(GFLOPS)","TDP(Watts)","Memory","APIsupport(version)","APIsupport(version)","Memory","Coreconfig","Fillrate","Memory","Processingpower(GFLOPS)","TDP(Watts)","Crossfiresupport","APIsupport(version)","ReleasePrice(USD)"
"Model","Launch","Codename","Fab(nm)","Transistors(million)","Diesize(mm)","Businterface","Core(MHz)","Coreconfig","Memory(MHz)","Pixel(GP/s)","Texture(GT/s)","Size(MB)","Crossfiresupport","Bandwidth(GB/s)","ReleasePrice(USD)","Bustype","Buswidth(bit)","Singleprecision","Doubleprecision","Idle","Max.","Direct3D","OpenGL","OpenCL"
"RadeonHD4350","Sep30,2008","RV710","55","242","73","PCIe2.0×16PCIe2.0×1AGP8×","600","400650","80:8:4","2.40","4.80","2565121024","6.4010.4","DDR2DDR3","64","92.0","No","","20","No","10.1","3.3","1.0","?"
"RadeonHD4550","Sep30,2008","RV710","55","242","73","PCIe2.0×16","600","655800","80:8:4","2.40","4.80","2565121024","10.512.8","DDR2DDR3","64","96.0","No","","25","No","10.1","3.3","1.0","?"
"RadeonHD4570","Nov25,2008","PCIe2.0×16","RV710","55","242","73","650","25","500","2.60","80:8:4","5.20","1024","8.00","DDR2","104.0","64","No","","No","10.1","3.3","1.0","?"
"RadeonHD4580","Nov20,2011","PCIe2.0×16","RV635PRO","55","378","135","796","693","120:8:4","3.18","6.37","512","22.2","GDDR3","128","191.0","No","65","","No","10.1","3.3","1.0","?"
"RadeonHD4650","Sep10,2008","RV730PRO","55","514","146","PCIe2.0×16AGP8×","600650","400-500500700","320:32:8","4.805.20","19.220.8","2565121024","12.8-16.016.022.4","DDR2GDDR3GDDR4","64128","384.0416.0","No","","48","2-WayCrossfire","10.1","3.3","1.0","?"
"RadeonHD4670","Sep10,2008","RV730XT","514","146","55","PCIe2.0×16AGP8×","750","400-5009001000","320:32:8","6.00","24.0","5121024","12.8-16.028.832.0","DDR2GDDR3GDDR4","128","480.0","No","2-WayCrossfire","59","$79","","10.1","3.3","1.0"
"RadeonHD4730","Jun8,2009","RV770CE","55","956","256","PCIe2.0×16","700750","900","640:32:8","5.606.00","22.424.0","128","512","57.6","GDDR5","896.0960.0","179.2192.0","110","2-WayCrossfire","","?","10.1","3.3","1.0"
"RadeonHD4750","Sep9,2009","RV740","40","826","PCIe2.0×16","137","730","800","640:32:16","11.7","512","23.4","GDDR5","51.2","128","934.4","?","","80","","10.1","3.3","2-WayCrossfire","1.0"
"RadeonHD4770","Apr28,2009","RV740","40","826","137","750","800","640:32:16","12.0","PCIe2.0×16","24.0","51.2","960.0","80","192.0","$109","512","","GDDR5","10.1","128","3.3","1.0","2-WayCrossfire"
"RadeonHD4810","May28,2009","RV770CE","55","956","PCIe2.0×16","256","625750","900","640:32:8","5.006.00","512","20.024.0","GDDR5","57.6","128","800.0960.0","160.0192.0","95","?","","10.1","2-WayCrossfire","3.3","1.0"
"RadeonHD4830","Oct21,2008","RV770LE","55","956","256","575","900","PCIe2.0×16","640:32:16","9.20","18.4","5121024","57.6","95","GDDR3GDDR4","256","736.0","147.2","$130","","10.1","3.3","2-WayCrossfire","1.0"
"RadeonHD4850","Jun25,2008","RV770PRO","55","956","256","625","993","PCIe2.0×16","800:40:16","10.0","256","25.0","51210242048","63.55","GDDR3GDDR4GDDR5","1000","200.0","110","4-WayCrossfire","$199","","10.1","3.3","1.0"
"RadeonHD4860","Sep9,2009","RV790GT","55","959","282","PCIe2.0×16","700","750","640:32:16","11.2","256","22.4","5121024","4-WayCrossfire","96","GDDR5","896.0","179.2","130","?","","10.1","3.3","1.0"
"RadeonHD4870","Jun25,2008","RV770XT","55","956","256","PCIe2.0×16","750","900","800:40:16","12.0","256","GDDR5","30.0","51210242048","4-WayCrossfire","115.2","1200","240.0","150","$299","","10.1","3.3","1.0"
"RadeonHD4890","Apr2,2009","RV790XT","55","959","282","PCIe2.0×16","800:40:16","850","975","13.6","34.0","256","10242048","124.8","4-WayCrossfire","GDDR5","1360","272.0","190","$249","","10.1","3.3","1.0"
"RadeonHD4850X2","Nov7,2008","R700(2xRV770PRO)","55","956×2","256×2","PCIe2.0×16","625","995","800:40:16×2","10.0×2","25.0×2","512×21024×2","63.7×2","GDDR3","256x2","2000","400.0","250","2-WayCrossfire","","$339","10.1","3.3","1.0"
"RadeonHD4870X2","Aug12,2008","R700(2xRV770XT)","956×2","256×2","55","750","800:40:16×2","900","PCIe2.0×16","12×2","30×2","1024×2","256x2","115.2×2","GDDR5","2400","2-WayCrossfire","480.0","286","$449","","10.1","3.3","1.0"
"Model","Launch","Codename","Fab(nm)","Transistors(million)","Diesize(mm)","Businterface","Clockrate","Clockrate","Fillrate","Memory","Processingpower(GFLOPS)","TDP(Watts)","Memory","APIsupport(version)","APIsupport(version)","Memory","Coreconfig","Fillrate","Memory","Processingpower(GFLOPS)","TDP(Watts)","CrossfireSupport","APIsupport(version)","ReleasePrice(USD)"
"Model","Launch","Codename","Fab(nm)","Transistors(million)","Diesize(mm)","Businterface","Core(MHz)","Coreconfig","Memory(MHz)","Pixel(GP/s)","Texture(GT/s)","Size(MB)","CrossfireSupport","Bandwidth(GB/s)","ReleasePrice(USD)","Bustype","Buswidth(bit)","Singleprecision","Doubleprecision","Idle","Max.","Direct3D","OpenGL","OpenCL"
