"Desktoppublishingsoftware","Developer(s)","Lateststableversion","Initialrelease","License"
"ApacheOpenOfficeWriter","ApacheSoftwareFoundationandothers","4.1.1(August21,2014;7yearsago(2014-08-21))","2002(2002)","ApacheLicense2.0(ApacheOpenOffice3.4andlater)"
"CollaboraOnline","Collabora","21.11.2.4(3March2022;16daysago(2022-03-03))[±]","2016(2016)","MPL-2.0andothers"
"CorelDRAW","Corel","X8(18.0)(March15,2016;6yearsago(2016-03-15))","1989(1989)","Commercial,proprietary"
"Fatpaint(Cloud-based)","MersicaInc.","1.98(August19,2011;10yearsago(2011-08-19))","2010(2010)","Freeware"
"Flare","MadCapSoftware","2019(March29,2019;2yearsago(2019-03-29))","2006(2006)","Commercial,proprietary"
"FrameMaker","AdobeSystems","12.0.3(September25,2014;7yearsago(2014-09-25))","1986(1986)","Commercial,proprietary"
"InDesign","AdobeSystems","CC2020(15.0)(November2019;2yearsago(2019-11))","1999(1999)","Commercial,proprietary"
"InPage","InPageTeam","3.0(2008;14yearsago(2008))","1994(1994)","Commercial,proprietary"
"iStudioPublisher","iStudioSoftware","1.3(February3,2017;5yearsago(2017-02-03))","2009(2009)","Commercial,proprietary"
"LibreOfficeDraw","TheDocumentFoundation","Fresh:7.3.1(3March2022)Still:7.2.6(10March2022)[±]","2011(2011)","LGPLv3"
"LyX","TheLyXTeam","2.3.0(March16,2018;4yearsago(2018-03-16))","1995(1995)","GPL"
"MicrosoftPublisher","MicrosoftCorporation","16.0(September22,2015;6yearsago(2015-09-22))","1991(1991)","Trialware"
"PageMaker*","AdobeSystems","7.0.2(March30,2004;17yearsago(2004-03-30))","1985(1985)","Commercial,proprietary"
"PagePlus","SerifEurope","X9(November19,2015;6yearsago(2015-11-19))","1991(1991)","Commercial,proprietary"
"Pages","AppleInc.","6.3.1(November11,2017;4yearsago(2017-11-11))[±]","2005(2005)","Commercial,proprietary"
"PageStream","GrasshopperLLC","5.0(2005;17yearsago(2005))","1986(1986)","Commercial,proprietary"
"QuarkXPress","Quark,Inc.","2017(April16,2017;4yearsago(2017-04-16))","1987(1987)","Commercial,proprietary"
"Ready,Set,Go!","DiwanSoftwareLimited","7.7.8b(September2009;12yearsago(2009-09))","1985(1985)","Commercial,proprietary"
"Scribus","TheScribusTeam","Stable:14.4.8;Development:1.5.7(0April2021;11monthsago(2021-04-00))","2003(2003)","GPL"
"ThePrintShop","Brøderbund","23.0(2009;13yearsago(2009))","1984(1984)","Commercial,proprietary"
"Ventura*","Corel","10.0(2002;20yearsago(2002))","1986(1986)","Commercial,proprietary"
"Desktoppublishingsoftware","Developer(s)","Lateststableversion","Initialrelease","License"
