"Model","Launch","Codename","Fab(nm)","Transistors(million)","Diesize(mm)","SMcount","Coreconfig","Clockrate","Fillrate","Memoryconfiguration","SupportedAPIversion","Processingpower(GFLOPS)","SupportedAPIversion","SupportedAPIversion","Memoryconfiguration","Memoryconfiguration","Clockrate","Clockrate","Fillrate","Memoryconfiguration","SupportedAPIversion","Processingpower(GFLOPS)","TDP(Watts)","ReleasePrice(USD)"
"Model","Launch","Codename","Fab(nm)","Transistors(million)","Diesize(mm)","SMcount","Coreconfig","Core(MHz)","Shader(MHz)","Memory(MHz)","Pixel(GP/s)","Texture(GT/s)","TDP(Watts)","ReleasePrice(USD)","Size(MB)","Bandwidth(GB/s)","DRAMtype","Buswidth(bit)","Vulkan","Direct3D","OpenGL","OpenCL","Singleprecision","Doubleprecision"
"GeForce405","September16,2011","GT216GT218","40nm","486260","10057","1","48:16:816:8:4","475589","11001402","800790","3.82.36","7.64.71","5121024","12.6","DDR3","64","n/a","10.1","3.3","1.1","105.644.86","Unknown","30.5","OEM"
"GeForceGT420","September3,2010","GF108","TSMC40nm","585","116","1","48:4:4","700","1400","1800","2.8","2.8","512","28.8","GDDR3","128","n/a","12FL11_1","4.6","1.1","134.4","Unknown","50","OEM"
"GeForceGT430","October11,2010","GF108GF108-300-A1","TSMC40nm","585","116","2","700","1400","96:16:4","2.8","16001800","11.2","512","GDDR3","128","12FL11_1","4.6","25.628.8","1.2","268.8","Unknown","60","n/a","OEM"
"GeForceGT430","October11,2010","GF108GF108-300-A1","2","96:16:4","1800","11.2","51210242048","28.8","TSMC40nm","585","116","128","700","1400","1.1","2.8","268.8","Unknown","49","GDDR3","$79","12FL11_1","4.6","n/a"
"GeForceGT430","51210242048","October11,2010","GF108GF108-300-A1","1.1","268.8","Unknown","49","$79","2","96:16:4","1300","11.2","10.4","64","TSMC40nm","585","116","n/a","700","1400","2.8","GDDR3","12FL11_1","4.6"
"GeForceGT440","February1,2011","GF108","2","1.1","96:16:4","TSMC40nm","585","116","810","1620","18003200","3.2","12.9","1024","28.851.2","GDDR3GDDR5","128","311.04","12FL11_1","4.6","Unknown","65","$100","n/a"
"GeForceGT440","October11,2010","GF106","1170","TSMC40nm","1.1","238","3","144:24:24","810","1620","1800","4.8","19.4","15363072","43.2","DDR3","192","12FL11_1","4.6","342.43","Unknown","n/a","56","OEM"
"October11,2010","GF106","1170","238","3","144:24:24","GeForceGTS450","790","1580","TSMC40nm","1.1","4000","4.7","18.9","192","1536","96.0","GDDR5","OEM","455.04","Unknown","106","n/a","12FL11_1","4.6"
"GeForceGTS450","September13,2010March15,2011","GF106-250GF116-200","1170","238","4","TSMC40nm","1.1","GDDR5","192:32:16","783","1566","3608","6.2","25.0","5121024","57.7","128","601.34","Unknown","106","12FL11_1","4.6","$129","n/a"
"GeForceGTX460SE","November15,2010","GF104-225-A1","TSMC40nm","1.1","1950","332","6","GDDR5","288:48:32","650","1300","3400","7.8","31.2","1024","108.8","256","12FL11_1","4.6","748.8","Unknown","n/a","150","$160"
"GeForceGTX460","October11,2010","GF104","1950","332","TSMC40nm","1.1","650","1300","3400","7","336:56:32","9.1","GDDR5","256","36.4","1024","150","108.8","873.6","Unknown","OEM","n/a","12FL11_1","4.6"
"GeForceGTX460","July12,2010","GF104-300-KB-A1","7","336:56:24","1950","332","TSMC40nm","1.1","675","1350","3600","GDDR5","9.4","37.8","768","86.4","192","907.2","150","Unknown","$199","n/a","12FL11_1","4.6"
"July12,2010","GF104-300-KB-A1","GeForceGTX460","675","1350","3600","9.4","37.8","336:56:32","10242048","7","907.2","Unknown","115.2","1950","332","TSMC40nm","1.1","256","160","$229","GDDR5","n/a","12FL11_1","4.6"
"GeForceGTX460","September24,2011","GF114","7","160","336:56:24","1950","332","TSMC40nm","1.1","779","1557","4008","GDDR5","10.9","43.6","1024","96.2","192","1045.6","Unknown","$199","n/a","12FL11_1","4.6"
"GeForceGTX465","May31,2010","GF100-030-A3","TSMC40nm","3000","529","11","352:44:32","GDDR5","608","1215","3206","13.3","26.7","1024","102.7","256","12FL11_1","4.6","1.2","855.36","n/a","106.92","200","$279"
"GeForceGTX470","March26,2010","GF100-275-A3","3000","529","TSMC40nm","14","608","1215","448:56:40","3348","17.0","GDDR5","34.0","1280","1.2","133.9","320","1088.64","136.08","215","$349","12FL11_1","4.6","n/a"
"GeForceGTX480","March26,2010","GF100-375-A3","3000","529","TSMC40nm","15","480:60:48","701","1401","GDDR5","3696","21.0","42.0","1536","1.2","177.4","384","1344.96","168.12","12FL11_1","4.6","250","$499","n/a"
"Model","Launch","Codename","Fab(nm)","Transistors(million)","Diesize(mm)","SMcount","Coreconfig","Clockrate","Fillrate","Memoryconfiguration","SupportedAPIversion","Processingpower(GFLOPS)","SupportedAPIversion","SupportedAPIversion","Memoryconfiguration","Memoryconfiguration","Clockrate","Clockrate","Fillrate","Memoryconfiguration","SupportedAPIversion","Processingpower(GFLOPS)","TDP(Watts)","ReleasePrice(USD)"
"Model","Launch","Codename","Fab(nm)","Transistors(million)","Diesize(mm)","SMcount","Coreconfig","Core(MHz)","Shader(MHz)","Memory(MHz)","Pixel(GP/s)","Texture(GT/s)","TDP(Watts)","ReleasePrice(USD)","Size(MB)","Bandwidth(GB/s)","DRAMtype","Buswidth(bit)","Vulkan","Direct3D","OpenGL","OpenCL","Singleprecision","Doubleprecision"
