"Model","Launch","Codename","Fab(nm)","Businterface","Coreconfig","Clockspeed","Fillrate","Memory","SupportedAPIversion","Memory","Memory","Clockspeed","Clockspeed","Fillrate","Memory","SupportedAPIversion","Processingpower(GFLOPS)","TDP(Watts)","Notes"
"Model","Launch","Codename","Fab(nm)","Businterface","Coreconfig","Core(MHz)","Shader(MHz)","Memory(MHz)","Pixel(GP/s)","Processingpower(GFLOPS)","TDP(Watts)","Notes","Texture(GT/s)","Size(MB)","Bandwidth(GB/s)","Bustype","Buswidth(bit)","Direct3D","OpenGL"
"GeForceG102M","January8,2009","MCP79XT","65","Integrated(PCIe1.0x16)","16:8:4","450?","1000","800(systemmemory)","1.8","3.6","Upto512fromsystemmemory","6.4","DDR2","64","10.0","3.3","48","14","PureVideoHD,CUDA,HybridSLI,basedonGeForce9400MG"
"GeForceG103M","January1,2009","N10M-GE2(G98)","65","PCIe2.0x16","8:8:4","640","1600","1000","2.56","5.12","512","8","DDR2","64","10.0","3.3","38","14","PureVideoHD,CUDA,HybridSLI,comparabletotheGeForce9300MGS"
"GeForceG105M","January8,2009","N10M-GE1(G98)","PCIe2.0x16","8:8:4","640","1600","65","2.56","5.12","10001400","","811","PureVideoHD,CUDA,HybridSLI,comparabletotheGeForce9300MGS","GDDR2GDDR3","38","64","10.0","3.3","14"
"GeForceG110M","January8,2009","N10M-GE1(G96b)","55","PCIe2.0x16","16:8:4","400","1000","10001400","1.6","3.2","1024","811","DDR2GDDR3","48","PureVideoHD,CUDA,HybridSLI","64","10.0","3.3","14"
"GeForceGT120M","February11,2009","55","N10P-GV1(G96b)","PCIe2.0x16","32:16:8","500","1250","1000","1024","4","8","16","DDR2","128","110","23","PureVideoHD,CUDA,HybridSLI,Comparabletothe9500MGTand9600MGTDDR2(500/1250/400)","10.0","3.3"
"GeForceGT130M","January8,2009","55","32:16:8","N10P-GE1(G96b)","PCIe2.0x16","600","1500","10001600","4.8","1024","128","9.6","23","1625.6","DDR2GDDR3","144","PureVideoHD,CUDA,HybridSLI,comparabletothe9650MGT","10.0","3.3"
"GeForceGTS150M","March3,2009","55","N10E-GE1(G94b)","PCIe2.0x16","64:32:16","400","1000","1600","1024","6.4","12.8","51.2","GDDR3","256","192","Unknown","PureVideoHD,CUDA,HybridSLI","10.0","3.3"
"GeForceGTS160M","March3,2009","N10E-GS1(G94b)","64:32:16","55","600","1600","PCIe2.0x16","1500","51.2","GDDR3","256","9.6","19.2","PureVideoHD,CUDA,HybridSLI","288","1024","60","10.0","3.3"
