"Model","Launch","Codename","Businterface","Coreclock(MHz)","Memoryclock(MHz)","Coreconfig","Fillrate","Memory","Memory","Memory","Fillrate","Fillrate","Fillrate","Memory"
"Model","Launch","Codename","Businterface","Coreclock(MHz)","Memoryclock(MHz)","Coreconfig","MOperations/s","MPixels/s","MTexels/s","MVertices/s","Size(MB)","Bandwidth(GB/s)","Bustype","Buswidth(bit)"
"GeForce2Go100","February6,2001","NV11M","AGP4x","125","332","2:0:4:2","250","250","500","0","8,16","1.328","DDR","32"
"GeForce2Go","November11,2000","NV11M","AGP4x","143","166332","2:0:4:2","286","286","572","0","16,32","2.656","SDRDDR","12864"
"GeForce2Go200","February6,2001","143","NV11M","286","286","572","16,32","2.656","AGP4x","332","DDR","2:0:4:2","64","0"
