"Model","Launch","Codename","Fab(nm)","Businterface","Coreconfig","Clockspeed","Fillrate","Memory","SupportedAPIversion","Memory","Memory","Clockspeed","Clockspeed","Fillrate","Memory","SupportedAPIversion","Processingpower(GFLOPS)","TDP(Watts)","Notes"
"Model","Launch","Codename","Fab(nm)","Businterface","Coreconfig","Core(MHz)","Shader(MHz)","Memory(MT/s)","Pixel(GP/s)","Processingpower(GFLOPS)","TDP(Watts)","Notes","Texture(GT/s)","Size(MB)","Bandwidth(GB/s)","Bustype","Buswidth(bit)","Direct3D","OpenGL"
"GeForce710M","January2013","GF117","28","PCIe2.0x16","96:16:4","800","1600","1800","3.2","12.8","10242048","14.4","DDR3","64","12","4.5","307.2","12","OEM.About115%ofMobile620&Desktop530"
"GeForceGT720M","April1,2013","GF117","28","PCIe2.0x16","96:16:4","938","1876","2000","3.8","15.0","2048","16.0","DDR3","64","12","4.5","360.19","?","OEM.About130%ofMobile625/630&Desktop620"
"GeForceGT720M","December25,2013","GK208","28","2000","719","PCIe2.0x8","192:16:8","2048","719","3.032","12.13","12.8","291","22","Kepler,similarto730Mwithhalfofthecoresdisabled","DDR3","64","12","4.5"
"GeForceGT730M","January2013","GK208","28","2000","719","PCIe3.0x8","384:32:8(2SMX)","2048","719","5.8","23.0","16.0","128","552.2","33","DDR3","Kepler,similartoDesktopGT640","12","4.5"
"GeForceGT735M","April1,2013","889","GK208","PCIe3.0x8","384:32:8(2SMX)","889","28","2000","16.0","7.11","28.4","2048","64","682.8","?","Kepler,similartoDesktopGT640","DDR3","12","4.5"
"GeForceGT740M","980","April1,2013","980","GK208","PCIe3.0x8","64","384:32:8(2SMX)","?","1800","28","7.84","31.4","14.4","2048","752.6","Kepler,similartoDesktopGT640.","DDR3","12","4.5"
"GeForceGT740M","April1,2013","GK107","PCIe3.0x16","810","28","384:32:16(2SMX)","810","18005000","12.96","25.92","2048","28.880","DDR3GDDR5","128","622.1","45","12","4.5","about76%ofDesktopGTX650"
"GeForceGT745M","837","GK107","PCIe3.0x16","384:32:16(2SMX)","April1,2013","837","20005000","28","13.4","26.8","2048","128","3280","45","DDR3GDDR5","642.8","about79%ofDesktopGTX650","12","4.5"
"GeForceGT750M","967","GK107","20005000","PCIe3.0x16","384:32:16(2SMX)","2048","3280","DDR3GDDR5","April1,2013","967","15.5","28","30.9","742.7","50","128","about91%ofDesktopGTX650","12","4.5"
"GeForceGT755M","GK107","1020","PCIe3.0x16","384:32:16(2SMX)","?","50","2048","1020","28","5400","15.7","31.4","86.4","128","GDDR5","783","about93%ofDesktopGTX650","12","4.5"
"GeForceGTX760M","May2013","PCIe3.0x16","GK106","719","28","2048","768:64:16(4SMX)","GDDR5","719","4000","10.5","42.1","64","128","1104","55","about71%ofDesktopGTX650Ti","12","4.5"
"GeForceGTX765M","863","May2013","GK106","768:64:16(4SMX)","863","4000","PCIe3.0x16","13.6","64","28","2048","54.4","GDDR5","1326","65","about92%ofDesktopGTX650Ti","12","4.5","128"
"GeForceGTX770M","May2013","797","GK106","960:80:24(5SMX)","PCIe3.0x16","4000","797","28","19.5","64.9","GDDR5","3072","96","192","1530","75","about83%ofDesktopGTX660","12","4.5"
"GeForceGTX780M","May2013","797","GK104","PCIe3.0x16","1536:128:32(8SMX)","28","5000","26.3","GDDR5","105.3","4096","160","256","2448","122","about78%ofDesktopGTX770","12","4.5"
"Model","Launch","Codename","Fab(nm)","Businterface","Coreconfig","Clockspeed","Fillrate","Memory","SupportedAPIversion","Memory","Memory","Clockspeed","Clockspeed","Fillrate","Memory","SupportedAPIversion","Processingpower(GFLOPS)","TDP(Watts)","Notes"
"Model","Launch","Codename","Fab(nm)","Businterface","Coreconfig","Core(MHz)","Shader(MHz)","Memory(MT/s)","Pixel(GP/s)","Processingpower(GFLOPS)","TDP(Watts)","Notes","Texture(GT/s)","Size(MB)","Bandwidth(GB/s)","Bustype","Buswidth(bit)","Direct3D","OpenGL"
