"PHPserializationformat","N;","b:1;","b:0;","i:685230;i:-685230;","d:685230.15;d:INF;d:-INF;d:NAN;","s:6:""AtoZ"";","a:4:{i:0;b:1;i:1;N;i:2;d:-421000000;i:3;s:6:""AtoZ"";}","Associativearray:a:2:{i:42;b:1;s:6:""AtoZ"";a:3:{i:0;i:1;i:1;i:2;i:2;i:3;}}Object:O:8:""stdClass"":2:{s:4:""John"";d:3.14;s:4:""Jane"";d:2.718;}"
"Pickle(Python)","N.","I01\n.","I00\n.","I685230\n.","F685230.15\n.","S'AtoZ'\n.","(lI01\na(laF-421000000.0\naS'AtoZ'\na.","(dI42\nI01\nsS'AtoZ'\n(lI1\naI2\naI3\nas."
"Propertylist(plaintextformat)","N/A","<*BY>","<*BN>","<*I685230>","<*R6.8523015e+5>","""AtoZ""","(<*BY>,<*R-42.1e7>,""AtoZ"")","{""42""=<*BY>;""AtoZ""=(<*I1>,<*I2>,<*I3>);}"
"Propertylist(XMLformat)","N/A","<true/>","<false/>","<integer>685230</integer>","<real>6.8523015e+5</real>","<string>AtoZ</string>","<array><true/><real>-42.1e7</real><string>AtoZ</string></array>","<dict><key>42</key><true/><key>AtoZ</key><array><integer>1</integer><integer>2</integer><integer>3</integer></array></dict>"
"ProtocolBuffers","N/A","true","false","685230-685230","20.0855369","""AtoZ""""sdfff2\000\001\002\377\376\375""""q\tqq<>q2&\001\377""","field1:""value1""field1:""value2""field1:""value3anotherfield{foo:123bar:456}anotherfield{foo:222bar:333}","thing1:""blahblah""thing2:18923743thing3:-44thing4{submessage_field1:""foo""submessage_field2:false}enumeratedThing:SomeEnumeratedValuething5:123.456[extensionFieldFoo]:""etc""[extensionFieldThatIsAnEnum]:EnumValue"
"Format","Null","Booleantrue","Booleanfalse","Integer","Floating-point","String","Array","Associativearray/Object"
"S-expressions","NILnil","T#ttrue","NIL#ffalse","685230","6.8523015e+5","abc""abc""#616263#3:abc{MzphYmM=}|YWJj|","(TNIL-42.1e7""AtoZ"")","((42T)(""AtoZ""(123)))"
"YAML","~nullNullNULL","yYyesYesYESonOnONtrueTrueTRUE","nNnoNoNOoffOffOFFfalseFalseFALSE","685230+685_230-685230024722560x_0A_74_AE0b1010_0111_0100_1010_1110190:20:30","6.8523015e+5685.230_15e+03685_230.15190:20:30.15.inf-.inf.Inf.INF.NaN.nan.NAN","AtoZ""AtoZ""'AtoZ'","[y,~,-42.1e7,""AtoZ""]-y---42.1e7-AtoZ","{""John"":3.14,""Jane"":2.718}42:yAtoZ:[1,2,3]"
"XMLandSOAP","<null/>","true","false","685230","6.8523015e+5","AtoZ","<item>true</item><itemxsi:nil=""true""/><item>-42.1e7</item><item>AtoZ<item>","<map><entrykey=""42"">true</entry><entrykey=""AtoZ""><itemval=""1""/><itemval=""2""/><itemval=""3""/></entry></map>"
"XML-RPC","","<value><boolean>1</boolean></value>","<value><boolean>0</boolean></value>","<value><int>685230</int></value>","<value><double>6.8523015e+5</double></value>","<value><string>AtoZ</string></value>","<value><array><data><value><boolean>1</boolean></value><value><double>-42.1e7</double></value><value><string>AtoZ</string></value></data></array></value>","<value><struct><member><name>42</name><value><boolean>1</boolean></value></member><member><name>AtoZ</name><value><array><data><value><int>1</int></value><value><int>2</int></value><value><int>3</int></value></data></array></value></member></struct>"
