"Format","Null","Booleantrue","Booleanfalse","Integer","Floating-point","String","Array","Associativearray/Object"
"ASN.1(XMLEncodingRules)","<foo/>","<foo>true</foo>","<foo>false</foo>","<foo>685230</foo>","<foo>6.8523015e+5</foo>","<foo>AtoZ</foo>","<SeqOfUnrelatedDatatypes><isMarried>true</isMarried><hobby/><velocity>-42.1e7</velocity><bookname>AtoZ</bookname><bookname>Wesaid,""no"".</bookname></SeqOfUnrelatedDatatypes>","Anobject(thekeyisafieldname):<person><isMarried>true</isMarried><hobby/><height>1.85</height><name>BobPeterson</name></person>Adatamapping(thekeyisadatavalue):<competition><measurement><name>John</name><height>3.14</height></measurement><measurement><name>Jane</name><height>2.718</height></measurement></competition>"
"CSV","null(oranemptyelementintherow)","1true","0false","685230-685230","6.8523015e+5","AtoZ""Wesaid,""""no"""".""","true,,-42.1e7,""AtoZ""","42,1AtoZ,1,2,3"
"Format","Null","Booleantrue","Booleanfalse","Integer","Floating-point","String","Array","Associativearray/Object"
"Ion","nullnull.nullnull.boolnull.intnull.floatnull.decimalnull.timestampnull.stringnull.symbolnull.blobnull.clobnull.structnull.listnull.sexp","true","false","685230-6852300xA74AE0b111010010101110","6.8523015e5","""AtoZ""'''AtoZ'''","[true,null,-42.1e7,""AtoZ""]","{'42':true,'AtoZ':[1,2,3]}"
"Netstrings","0:,4:null,","1:1,4:true,","1:0,5:false,","6:685230,","9:6.8523e+5,","6:AtoZ,","29:4:true,0:,7:-42.1e7,6:AtoZ,,","41:9:2:42,1:1,,25:6:AtoZ,12:1:1,1:2,1:3,,,,"
"JSON","null","true","false","685230-685230","6.8523015e+5","""AtoZ""","[true,null,-42.1e7,""AtoZ""]","{""42"":true,""AtoZ"":[1,2,3]}"
"OGDL","null","true","false","685230","6.8523015e+5","""AtoZ""'AtoZ'NoSpaces","truenull-42.1e7""AtoZ""(true,null,-42.1e7,""AtoZ"")","42true""AtoZ""12342true""AtoZ"",(1,2,3)"
"Format","Null","Booleantrue","Booleanfalse","Integer","Floating-point","String","Array","Associativearray/Object"
"OpenDDL","ref{null}","bool{true}","bool{false}","int32{685230}int32{0x74AE}int32{0b111010010101110}","float{6.8523015e+5}","string{""AtoZ""}","Homogeneousarray:int32{1,2,3,4,5}Heterogeneousarray:array{bool{true}ref{null}float{-42.1e7}string{""AtoZ""}}","dict{value(key=""42""){bool{true}}value(key=""AtoZ""){int32{1,2,3}}}"
