"Model","Codename","Fab(nm)","Businterface","Coreclock(MHz)","Shaderclock(MHz)","Memoryclock(MHz)","Coreconfig","Fillrate","Memory","Processingpower(GFLOPS)","SupportedAPIversion","Memory","Memory","Fillrate","Memory","Processingpower(GFLOPS)","SupportedAPIversion","TDP(Watts)","Notes"
"Model","Codename","Fab(nm)","Businterface","Coreclock(MHz)","Shaderclock(MHz)","Memoryclock(MHz)","Coreconfig","Pixel(GP/s)","Texture(GT/s)","Size(MB)","Bandwidth(GB/s)","TDP(Watts)","Notes","Bustype","Buswidth(bit)","Singleprecision","Doubleprecision","Direct3D","OpenGL"
"QuadroFX370","G84","80","PCIex16","360","720","800","16:8:4","1.44","2.88","256","6.4","DDR2","64","34.56","-","10.0","3.3","35",""
"QuadroFX370LP","G98","80","PCIex16","540","1300","1000","8:8:4","2.16","4.32","256","8","DDR2","64","25.92","-","10.0","3.3","25","DMS-59fortwoSingleLinkDVI"
"QuadroFX470","MCP7A-U","65","PCIe2.0x16(Integrated)","580","1400","800(systemmemory)","16:8:4","2.32","4.64","Upto256MBfromsystemmemory.","12.8","DDR2","128","67.2","-","10.0","3.3","30","basedonGeForce9400mGPU"
"QuadroFX570","G84GL","80","PCIex16","460","920","800","16:8:8","3.68","3.68","256","12.8","128","44.1","DDR2","38","","-","10.0","3.3"
"QuadroFX1700","G84-875-A2","80","PCIex16","460","920","800","32:16:8","3.68","7.36","512","88.32","42","","DDR2","-","10.0","3.3","12.8","128"
"QuadroFX3700","G92-875-A2","65","PCIe2.0x16","512","500","1250","1600","112:56:16","8","28","51.2","GDDR3","256","420","78","-","10.0","3.3","Stereodisplay,SLI"
"QuadroFX4700X2","2xG92","65","PCIe2.0x16","600","1500","1600","2x128:64:16","2x8","2x32","2x1024","GDDR3","2x51.2","2x256","2x576","226","SLI","-","10.0","3.3"
"QuadroVX200","G92-851-A2","65","PCIe2.0x16","450","1125","1600","112:56:16","8","28","512","GDDR3","51.2","256","378","75","2xDual-linkDVI,S-Video,optimisedforAutodeskAutoCAD","-","10.0","3.3"
