"Architecture","Fabrication(nm)","Family","ReleaseDate","Codename","ModelGroup","Cores","SMT","Clockrate(MHz)","BusSpeed&Type","Cache","Cache","Cache","Socket","MemoryController","Features","Features","Features"
"Bulldozer","32","Bulldozer","","Interlagos","Opteron6200series(6204,6212,6220,6230HE,6234,6238,6262HE,6272,6274,6276,6278,6282SE,6284SE)","4/8/12/16","1600-3300(2100-3600boost)","2600","2x16KB(data)+64KB(instruction)(permodule)","4x2","8","SocketG34","DDR3","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX","Cool'n'Quiet,PowerNow!,TurboCore2.0","AMD64,NXbit,AMD-V,IOMMU,AES,CLMUL,XOP,FMA4,CVT16/F16C,ABM,ECC","No"
"Bulldozer","32","Piledriver","","Trinity","SempronX2240,AthlonX2340,AthlonX4740,AthlonX4750K,FireProA300,FireProA320,A4-4300M,A4-4355M,A4-5300,A4-5300B,A6-4400M,A6-4455M,A6-5400K,A6-5400B,A8-5500,A8-4500M,A8-4555M,A8-5500B,A8-5600K,A10-4600M,A10-4655M,A10-5700,A10-5800K,A10-5800B","2/4","1600-3800(2400-4200boost)","2600","No","2x16KB(data)+64KB(instruction)(permodule)","4x2,3x2,2x2,1","8,4","DDR3","SocketFM2FS1r2FP2","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX1.1","Cool'n'Quiet,PowerNow!,TurboCore3.0","AMD64,NXbit,AMD-V,IOMMU,AES,CLMUL,XOP,FMA3,FMA4,CVT16/F16C,ABM,BMI1,TBM,ECC,EVP."
"Piledriver","Bulldozer","32","","Richland","SempronX2250,AthlonX2350,AthlonX2370K,AthlonX2750,AthlonX2760K,FX-670K,A4-4000,A4-4320,A4-5145M,A4-5150M,A4-6300,A4-6300B,A4-6320,A4-6320B,A4-7300,A4PRO-7300B,A6-5345M,A6-5350M,A6-5357M,A6-6400B,A6-6400K,A6-6420B,A6-6420K,A8-5345M,A8-5350M,A8-5357M,A8-6500,A8-6500T,A8-6500B,A8-6600,A10-5745M,A10-5750M,A10-5757M,A10-6700,A10-6700T,A10-6790B,A10-6790K,A10-6800B,A10-6800K","2600","2x16KB(data)+64KB(instruction)(permodule)","4x2,3x2,2x2,1","8,4","SocketFM2FS1r2FP2","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX1.1","Cool'n'Quiet,PowerNow!,TurboCore3.0","AMD64,NXbit,AMD-V,IOMMU,AES,CLMUL,XOP,FMA3,FMA4,CVT16/F16C,ABM,BMI1,TBM,ECC,EVP.","2/4","1700-4100(2600-4400boost)","No","DDR3"
"Piledriver","Bulldozer","32","","Vishera","FX-4300series(4300,4320,4350)","2600","2x16KB(data)+64KB(instruction)(permodule)","4x2,3x2,2x2,1","8,4","4","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX1.1","Cool'n'Quiet,PowerNow!,TurboCore3.0","AMD64,NXbit,AMD-V,IOMMU,AES,CLMUL,XOP,FMA3,FMA4,CVT16/F16C,ABM,BMI1,TBM,ECC,EVP.","3800-4200(4000-4300boost)","SocketAM3+","No","DDR3"
"Piledriver","Vishera","Bulldozer","32","","SocketAM3+","FX-6300series(6300,6350)","6","2600","2x16KB(data)+64KB(instruction)(permodule)","4x2,3x2,2x2,1","8,4","3500-3900(4100-4200boost)","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX1.1","Cool'n'Quiet,PowerNow!,TurboCore3.0","AMD64,NXbit,AMD-V,IOMMU,AES,CLMUL,XOP,FMA3,FMA4,CVT16/F16C,ABM,BMI1,TBM,ECC,EVP.","No","DDR3"
"Piledriver","Vishera","Bulldozer","32","","SocketAM3+","FX-8300series(8300,8310,8320,8320E,8350,8370,8370E,9370,9590)","8","2600","2x16KB(data)+64KB(instruction)(permodule)","4x2,3x2,2x2,1","8,4","3300-4700(4000-5000boost)","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX1.1","Cool'n'Quiet,PowerNow!,TurboCore3.0","AMD64,NXbit,AMD-V,IOMMU,AES,CLMUL,XOP,FMA3,FMA4,CVT16/F16C,ABM,BMI1,TBM,ECC,EVP.","No","DDR3"
"Piledriver","Bulldozer","32","","Delhi","SocketAM3+","Opteron3300series(3320EE,3350HE,3365,3380)","2600","2x16KB(data)+64KB(instruction)(permodule)","4x2,3x2,2x2,1","8,4","4/8","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX1.1","Cool'n'Quiet,PowerNow!,TurboCore3.0","AMD64,NXbit,AMD-V,IOMMU,AES,CLMUL,XOP,FMA3,FMA4,CVT16/F16C,ABM,BMI1,TBM,ECC,EVP.","1900-2800(2100-3800boost)","No","DDR3"
"Piledriver","Bulldozer","32","","Seoul","Opteron4300series(43CXEE,43GKHE,4310EE,4332HE,4334,4340,4365EE,4376HE,4386)","2600","2x16KB(data)+64KB(instruction)(permodule)","4x2,3x2,2x2,1","8,4","4/6/8","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX1.1","Cool'n'Quiet,PowerNow!,TurboCore3.0","AMD64,NXbit,AMD-V,IOMMU,AES,CLMUL,XOP,FMA3,FMA4,CVT16/F16C,ABM,BMI1,TBM,ECC,EVP.","2000-3500(2300-3800boost)","SocketC32","No","DDR3"
"Piledriver","Bulldozer","32","","AbuDhabi","Opteron6300series(6308,6320,6328,6338P,6344,6348,6366HE,6370P,6376,6378,6380,6386SE)","2600","2x16KB(data)+64KB(instruction)(permodule)","4x2,3x2,2x2,1","8,4","4/8/12/16","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX1.1","Cool'n'Quiet,PowerNow!,TurboCore3.0","AMD64,NXbit,AMD-V,IOMMU,AES,CLMUL,XOP,FMA3,FMA4,CVT16/F16C,ABM,BMI1,TBM,ECC,EVP.","1800-3500(2300-3800boost)","SocketG34","No","DDR3"
"Bulldozer","28","Steamroller","","Kaveri","AthlonX2450,AthlonX4840,AthlonX4860K,AthlonX4870K,AthlonX4880K,FX-770K,FX-7500,FX-7600P,A4PRO-7350B,A6-7000,A6Pro-7050B,A6-7400K,A6PRO-7400B,A6-7470K,A8-7100,A8Pro-7150B,A8-7200P,A8-7600,A8PRO-7600B,A8-7650K,A8-7670K,A10-7300,A10Pro-7350B,A10-7400P,A10-7700K,A10-7800,A10PRO-7800B,A10-7850K,A10-7850B,A10-7860K,A10-7870K,A10-7890K","2/4","1800-4100(3000-4300boost)","No","","2x16KB(data)+96KB(instruction)(permodule)","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX1.1","Cool'n'Quiet,PowerNow!,TurboCore3.0","AMD64,NXbit,AMD-V,IOMMU,AES,CLMUL,XOP,FMA3,FMA4,CVT16/F16C,ABM,BMI1,TBM,ECC,EVP.","2x2,1","","DDR3","SocketFM2+SocketFP3"
"28","Bulldozer","Excavator","","Carrizo","AthlonX4835,AthlonX4845,FX-8800P,A6-8500P,A6Pro-8500B,A8-8600P,A8Pro-8600B,A10-8700P,A10Pro-8700B,A10-8780P,A12Pro-8800B","2/4","1600-3500(3000-3800boost)","","No","2x32KB(data)+96KB(instruction)(permodule)","2x1","","Cool'n'Quiet,PowerNow!,TurboCore3.0","SocketFM2+SocketFP4","DDR3","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX1.1,AVX2","AMD64,NXbit,AMD-V,IOMMU,AES,CLMUL,XOP,FMA3,FMA4,CVT16/F16C,ABM,BMI1,BMI2,TBM,ECC,EVP."
"Excavator","28","Bulldozer","","BristolRidge","AthlonX4940,AthlonX4950,AthlonX4970,FX-9800P,FX-9830P,A6-9500,A6PRO-9500,A6Pro-9500B,A6-9500E,A6PRO-9500E,A6-9550,A8-9600,A8PRO-9600,A8Pro-9600B,A8Pro-9630B,A10-9600P,A10-9620P,A10-9630P,A10-9700,A10PRO-9700,A10Pro-9700B,A10-9700E,A10PRO-9700E,A10Pro-9730B,A12-9700P,A12-9720P,A12-9730P,A12-9800,A12PRO-9800,A12Pro-9800B,A12-9800E,A12PRO-9800E,A12Pro-9830B","2/4","2x32KB(data)+96KB(instruction)(permodule)","2300-3800(3200-4200boost)","","1x1,2x1","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX1.1,AVX2","AMD64,NXbit,AMD-V,IOMMU,AES,CLMUL,XOP,FMA3,FMA4,CVT16/F16C,ABM,BMI1,BMI2,TBM,ECC,EVP.","No","","SocketAM4SocketFP4","DDR4","Cool'n'Quiet,PowerNow!,TurboCore3.0"
"Jaguar","28","Jaguar","","Kabini,Temash,Kyoto","","2/4","No","1000-2200","","32kB+32kB(percore)","512KB(percore)","","SocketAM1,SocketFT3","DDR3","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX","PowerNow!","AMD64,NXbit,AMD-V,AES,CLMUL,CVT16/F16C,BMI1"
"Jaguar","28","Puma","","Beema,Mullins,SteppedEagle,CrownedEagle,Carrizo-L,LX-Family,","","2/4","800-2400","","32kB+32kB(percore)","512KB(percore)","","No","DDR3","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX","PowerNow!","AMD64,NXbit,AMD-V,AES,CLMUL,CVT16/F16C,BMI1","SocketFT3b"
"Zen","14GloFo?14LP","Zen","March2017","SummitRidge","Ryzen3(Pro1200,1200,Pro1300,1300X)","4","no","3100-3500(3400-3700boost)","","64kB+32kB(percore)","512kB(percore)","8MB","SocketAM4","Dual-channelDDR4","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"Zen","14GloFo?14LP","Zen","March2017","SummitRidge","Ryzen5(1400,Pro1500,1500X,Pro1600,1600,1600X)","4/6","yes","3200-3600(3400-4000boost)","","64kB+32kB(percore)","512kB(percore)","8-16MB","SocketAM4","Dual-channelDDR4","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"Zen","14GloFo?14LP","yes","Zen","March2017","SummitRidge","Ryzen7(Pro1700,1700,Pro1700X,1700X,1800X)","8","3000-3600(3700-4000boost)","16MB","","64kB+32kB(percore)","512kB(percore)","SocketAM4","Dual-channelDDR4","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"Zen","14GloFo?14LP","yes","Zen","June2017","Naples","EPYC7001series","8/16/24/32","2000-3100(2550-3600all)(2700-3800boost)","32-64MB","","64kB+32kB(percore)","512kB(percore)","SocketSP3","DDR4(8channels)","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"Zen","14GloFo?14LP","yes","Zen","August2017","Whitehaven","RyzenThreadripper(1900,1920,1920X,1950X)","8/12/16","3200-3800(3800-4000boost)","16-32MB","","64kB+32kB(percore)","512kB(percore)","SocketTR4","DDR4(4channels)","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"Zen","14GloFo?14LP","Zen","October2017","RavenRidge","Athlon(Pro200U,300U),Ryzen3(2200U,3200U,3250U)","2","yes","2300-2600(3200-3500boost)","","64kB+32kB(percore)","512kB(percore)","4MB","SocketFP5","Dual-channelDDR4","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"October2017","RavenRidge","Zen","14GloFo?14LP","Zen","Ryzen3(2300U,Pro2300U)","4MB","SocketFP5","Dual-channelDDR4","4","no","2000(3400boost)","","64kB+32kB(percore)","512kB(percore)","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"October2017","4","RavenRidge","Zen","14GloFo?14LP","Zen","Ryzen5(2500U,Pro2500U,2600H),Ryzen7(2700U,Pro2700U,2800H)","4MB","SocketFP5","Dual-channelDDR4","yes","2000-3300(3600-3800boost)","","64kB+32kB(percore)","512kB(percore)","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"Zen","RavenRidge","14GloFo?14LP","Zen","February2018","Athlon(200GE,Pro200GE,220GE,240GE,3000G)","4MB","2","Dual-channelDDR4","yes","3200-3500","SocketAM4","","64kB+32kB(percore)","512kB(percore)","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"February2018","Zen","RavenRidge","14GloFo?14LP","Zen","SocketAM4","Ryzen3(2200GE,Pro2200GE,2200G,Pro2200G)","4","4MB","no","Dual-channelDDR4","3200-3500(3600-3700boost)","","64kB+32kB(percore)","512kB(percore)","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"February2018","4","Zen","RavenRidge","14GloFo?14LP","Zen","SocketAM4","Ryzen5(2400GE,Pro2400GE,2400G,Pro2400G)","yes","4MB","3200-3600(3800-3900boost)","Dual-channelDDR4","","64kB+32kB(percore)","512kB(percore)","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"Zen","14GloFo?14LP","Zen","February2018","SnowyOwl","EPYC3001series(Embedded)","4/8/12/16","no","1500-2100(2150-3100all)(2900-3100boost)","","64kB+32kB(percore)","512kB(percore)","8-32MB(8MBperCCX)","SocketSP4r2","Dual-channelDDR4","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"February2018","SnowyOwl","Zen","4/8/12/16","14GloFo?14LP","Zen","EPYC3051series(Embedded)","SocketSP4r2","Dual-channelDDR4","yes","1900-2700(2450-3100all)(2900-3100boost)","16-32MB(8MBperCCX)","","64kB+32kB(percore)","512kB(percore)","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"February2018","Zen","14GloFo?14LP","Zen","GreatHornedOwl","V1000series(Embedded)","2/4","yes","Dual-channelDDR4","2000-3350(3200-3800boost)","4MB","","64kB+32kB(percore)","512kB(percore)","SocketFP5","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"Zen","14GloFo?14LP","Zen","April2019","BandedKestrel","4MB","SocketFP5","R1000series(Embedded)","2","no","1200(2600boost)","","64kB+32kB(percore)","512kB(percore)","Single-channelDDR4","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"April2019","BandedKestrel","R1000series(Embedded)","2","Zen","14GloFo?14LP","Zen","yes","1500-2600(2800-3500boost)","4MB","SocketFP5","Dual-channelDDR4","","64kB+32kB(percore)","512kB(percore)","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"Zen","12GloFo?12LP","Zen+","April2018","PinnacleRidge","Ryzen3(1200AF,2300X)","4","no","3100-3500(3400-4000boost)","","32kBdata64kBinst.percore","512kBpercore","8MB","SocketAM4","Dual-channelDDR4","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"12GloFo?12LP","Zen+","April2018","PinnacleRidge","Zen","4","Ryzen52500X","yes","","32kBdata64kBinst.percore","512kBpercore","8MB","SocketAM4","Dual-channelDDR4","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA","3600(4000boost)"
"12GloFo?12LP","yes","Zen+","April2018","PinnacleRidge","Zen","Ryzen5(1600AF,2600,2600E,2600X),Ryzen7(2700,2700E,2700X,Pro2700X)","6/8","2800-3700(3600-4300boost)","","32kBdata64kBinst.percore","512kBpercore","16MB","SocketAM4","Dual-channelDDR4","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"12GloFo?12LP","Zen+","Zen","August2018","Colfax","RyzenThreadripper(2920X,2950X,2970WX,2990WX)","12/16/24/32","yes","","32kBdata64kBinst.percore","512kBpercore","3000-3500(4200-4400boost)","32-64MB","SocketTR4","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA","DDR4(4channels)"
"12GloFo?12LP","Zen+","Zen","January2019","Picasso","Ryzen3(3300U,Pro3300U,3350U)","4","no","","32kBdata64kBinst.percore","512kBpercore","2100(3500boost)","4MB","SocketFP5","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA","Dual-channelDDR4"
"January2019","Picasso","12GloFo?12LP","4","Zen+","Zen","4MB","SocketFP5","Dual-channelDDR4","Ryzen5(3450U,3500C,3500U,Pro3500U,3550H,3580U),Ryzen7(3700C,3700U,Pro3700U,3750H,3780U)","yes","2100-2300(3500-4000boost)","","32kBdata64kBinst.percore","512kBpercore","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"12GloFo?12LP","Picasso","Zen+","4","Zen","July2019","4MB","Ryzen3(3200GE,Pro3200GE,3200G,Pro3200G)","Dual-channelDDR4","no","3300-3600(3800-4000boost)","SocketAM4","","32kBdata64kBinst.percore","512kBpercore","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"July2019","12GloFo?12LP","Picasso","Zen+","SocketAM4","4","Zen","Ryzen5(3400GE,Pro3400GE,3400G,Pro3400G)","4MB","yes","Dual-channelDDR4","3300-3700(4000-4200boost)","","32kBdata64kBinst.percore","512kBpercore","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"Zen","7TSMCN7","Zen2","July2019","Matisse","Ryzen3(3100,3300X)","4","yes","","3600-3800(3900-4200boost)","32kBdata32kBinst.percore","512kBpercore","16MB","SocketAM4","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA","Dual-channelDDR4"
"7TSMCN7","Zen2","July2019","Matisse","Zen","Ryzen5(3500,3500X)","6","no","32kBdata32kBinst.percore","512kBpercore","3600(4100boost)","SocketAM4","Dual-channelDDR4","16-32MB","","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"7TSMCN7","Zen2","July2019","Matisse","Zen","Ryzen5(3600,Pro3600,3600X,3600XT),Ryzen7(Pro3700,3700X,3800X,3800XT)","6/8","yes","32kBdata32kBinst.percore","512kBpercore","3600-3900(4200-4700boost)","SocketAM4","Dual-channelDDR4","32MB","","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"7TSMCN7","Zen2","July2019","Matisse","Zen","Ryzen9(3900,Pro3900,3900X,3900XT,3950X)","12/16","yes","32kBdata32kBinst.percore","512kBpercore","3100-3800(4300-4700boost)","SocketAM4","Dual-channelDDR4","64MB","","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"7TSMCN7","Zen2","Zen","August2019","Rome","EPYC7002series","8/12/16/24/32/48/64","yes","32kBdata32kBinst.percore","512kBpercore","2000-3700(3200-3900boost)","32-256MB","","SocketSP3","DDR4(8channels)","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"7TSMCN7","Zen2","Zen","November2019","CastlePeak","RyzenThreadripper(3960X,3970X,3990X)","24/32/64","yes","32kBdata32kBinst.percore","512kBpercore","2900-3800(4300-4500boost)","128/128/256MB","","SocketsTRX4","DDR4(4channels)","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"7TSMCN7","Zen2","Zen","March2020","Renoir","Ryzen34300U","4","no","32kBdata32kBinst.percore","512kBpercore","2700(3700boost)","4MB","","Mobile:SocketFP6Desktop:SocketAM4","Mobile:Dual-channelDDR4orLPDDR4Desktop:Dual-channelDDR4","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"March2020","Renoir","7TSMCN7","4","Zen2","Zen","4MB","Mobile:SocketFP6Desktop:SocketAM4","Mobile:Dual-channelDDR4orLPDDR4Desktop:Dual-channelDDR4","Ryzen3(4300G,4300GE,4350G,4350GE,Pro4450U)","yes","2500-3800(3700-4200boost)","","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","32kBdata32kBinst.percore","512kBpercore","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"March2020","Renoir","7TSMCN7","Zen2","Zen","Ryzen54500U","6","Mobile:SocketFP6Desktop:SocketAM4","Mobile:Dual-channelDDR4orLPDDR4Desktop:Dual-channelDDR4","no","2300(4000boost)","8MB","32kBdata32kBinst.percore","512kBpercore","","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"March2020","6","Renoir","7TSMCN7","8MB","Zen2","Zen","Ryzen5(4600U,Pro4650U,4600H,4600HS,4680U),Ryzen5(4600G,4600GE,Pro4650G,Pro4650GE)","yes","Mobile:SocketFP6Desktop:SocketAM4","Mobile:Dual-channelDDR4orLPDDR4Desktop:Dual-channelDDR4","2100-3700(4000-4200boost)","","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","32kBdata32kBinst.percore","512kBpercore","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"March2020","Renoir","7TSMCN7","Zen2","8MB","Zen","Ryzen74700U","8","Mobile:SocketFP6Desktop:SocketAM4","Mobile:Dual-channelDDR4orLPDDR4Desktop:Dual-channelDDR4","no","2000(4100boost)","","32kBdata32kBinst.percore","512kBpercore","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"March2020","8","Renoir","7TSMCN7","Zen2","8MB","Zen","Ryzen7(4700U,Pro4750U,4800U,4800H,4800HS),Ryzen7(4700G,4700GE,Pro4750G,Pro4750GE),Ryzen9(4900H,4900HS)","yes","Mobile:SocketFP6Desktop:SocketAM4","Mobile:Dual-channelDDR4orLPDDR4Desktop:Dual-channelDDR4","1800-3600(4100-4400boost)","","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","32kBdata32kBinst.percore","512kBpercore","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"7TSMCN7","Zen2","Zen","July2020","CastlePeak(Pro)","RyzenThreadripperPro(3945WX,3955WX,3975WX,3995WX)","12/16/32/64","yes","32kBdata32kBinst.percore","512kBpercore","2700-4000(4200-4300boost)","64-256MB(16MBperCCX)","","sWRX8","DDR4(8channels)","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"7TSMCN7","Zen2","Zen","November2020","GreyHawk","V2000series(Embedded)","6/8","yes","32kBdata32kBinst.percore","512kBpercore","1700-3000(3950-4250boost)","8MB","","SocketFP6","Dual-channelDDR4orQuad-channelLPDDR4","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"7TSMCN7","Zen2","Zen","January2021","Lucienne","Ryzen35300U","4","SocketFP6","yes","32kBdata32kBinst.percore","512kBpercore","2600(3800boost)","4MB","","Dual-channelDDR4orLPDDR4","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
"January2021","Lucienne","7TSMCN7","Zen2","yes","Zen","Ryzen55500U","Dual-channelDDR4orLPDDR4","6","2100(4000boost)","8MB","SocketFP6","","32kBdata32kBinst.percore","512kBpercore","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX,AVX2","","AMD64,AES,CLMUL,FMA3,CVT16/F16C,ABM,BMI1,BMI2,SHA"
