"Client","Client","Website","InitialRelease","CurrentStableVersion","BasedOn"
"eDonkey2000","eDonkey2000","None","September6,2000;21yearsago(2000-09-06)","1.4.6(2006;16yearsago(2006))","-"
"aMule","aMule","[1]","September2003;18yearsago(2003-09)","2.3.3(February7,2021;13monthsago(2021-02-07))[±]","xMule"
"eMule","Official","[2]","May13,2002;19yearsago(2002-05-13)","0.50a(April7,2010;11yearsago(2010-04-07))[±]","-"
"eMule","Osp","[3]","January29,2012;10yearsago(2012-01-29)","0.23(April2,2012;9yearsago(2012-04-02))","eMule0.50a(official)"
"eMule","AnalyZZUL","[4]","May13,2008;13yearsago(2008-05-13)","3.0(February24,2009;13yearsago(2009-02-24))","eMule0.49cZZUL"
"eMule","beba","[5]","June3,2005;16yearsago(2005-06-03)","2.72(July8,2013;8yearsago(2013-07-08))","eMule0.50a(official)"
"eMule","DreaMule","[6]","2005;17yearsago(2005)","v3.2(July21,2008;13yearsago(2008-07-21))","eMule(official)"
"eMule","MagicAngel","[7]","February21,2006;16yearsago(2006-02-21)","4.0(February13,2011;11yearsago(2011-02-13))","eMule0.50aMorphXT12.6"
"eMule","Mephisto","[8]","October18,2007;14yearsago(2007-10-18)","3.0(April10,2011;10yearsago(2011-04-10))","eMule0.50aScarAngel4.0"
"eMule","MorphXT","[9]","January23,2003;19yearsago(2003-01-23)","12.7(November21,2012;9yearsago(2012-11-21))[±]","eMule0.50a(official)"
"eMule","NeoMule","[10]","February22,2004;18yearsago(2004-02-22)","4.50(March27,2013;8yearsago(2013-03-27))[±]","eMule0.49b(official)"
"eMule","ScarAngel","[11]","April2,2005;16yearsago(2005-04-02)","4.2(June22,2011;10yearsago(2011-06-22))","eMule0.50aXtreme8.1"
"eMule","SharkX","[12]","?","2.0(February18,2011;11yearsago(2011-02-18))[±]","eMule0.49cAcKroNiC5.4"
"eMule","Sivka","[13]","?","19b1(January22,2009;13yearsago(2009-01-22))[±]","eMule0.49b(official)"
"eMule","Spike2","[14]","?","1.2(September19,2007;14yearsago(2007-09-19))[±]","eMule0.48a(official)"
"eMule","StulleMule","[15]","April22,2005;16yearsago(2005-04-22)","7.0(December25,2010;11yearsago(2010-12-25))","eMule0.50aMorphXT12.6"
"eMule","Xtreme","[16]","2004;18yearsago(2004)","8.1(March4,2011;11yearsago(2011-03-04))[±]","eMule0.50a(official)"
"eMule","X-Ray","[17]","December23,2006;15yearsago(2006-12-23)","1.7(July18,2009;12yearsago(2009-07-18))","eMule0.49c(official)"
"eMule","ZZUL","[18]","?","20090222-2320(February22,2009;13yearsago(2009-02-22))","eMule0.49c(official)"
"eMule","ZZULBastarD","[19]","November28,2004;17yearsago(2004-11-28)","1.9.10(November9,2009;12yearsago(2009-11-09))","eMule0.49cZZUL"
"eMule","eMulePlus","[20]","October2002;19yearsago(2002-10)","1.2e(April18,2009;12yearsago(2009-04-18))[±]","OldofficialeMule+owncode"
"iMule","iMule","imule.i2p","2003;19yearsago(2003)","2.3.3.3(June1,2016(2016-06-01))[±]","aMule"
"JMule","JMule","[21]","September21,2002;19yearsago(2002-09-21)","0.5.8(January13,2010;12yearsago(2010-01-13))[±]","-"
"Jubster","Jubster","None","?","3.1.0(October30,2005;16yearsago(2005-10-30))[±]","-"
"LMule","LMule","[22]","January2003;19yearsago(2003-01)","1.2.1(April27,2003;18yearsago(2003-04-27))[±]","-"
"Lphant","Lphant","None","2006;16yearsago(2006)","3.51(March3,2009;13yearsago(2009-03-03))[±]","-"
"MLDonkey","MLDonkey","[23]","January23,2003;19yearsago(2003-01-23)","3.1.7(July6,2020;20monthsago(2020-07-06))[±]","-"
"Morpheus","Morpheus","None","2001;21yearsago(2001)","5.55.1(November15,2007;14yearsago(2007-11-15))[±]","-"
"Shareaza","Shareaza","[24]","2002;20yearsago(2002)","2.7.10.2(September18,2017;4yearsago(2017-09-18))[±]","-"
"xMule","xMule","xmule.ws","June2003;18yearsago(2003-06)","1.13.7RC1(September11,2006;15yearsago(2006-09-11))[±]","lMule"
"Client","Client","Website","InitialRelease","CurrentStableVersion","BasedOn"
