"Model","Launch","Codename","Fab(nm)","Transistors(million)","Diesize(mm²)","Businterface","Coreclock(MHz)","Memoryclock(MHz)","Coreconfig","Fillrate","Memory","APIsupport","Memory","Memory","Fillrate","Fillrate","Fillrate","Memory","APIsupport"
"Model","Launch","Codename","Fab(nm)","Transistors(million)","Diesize(mm²)","Businterface","Coreclock(MHz)","Memoryclock(MHz)","Coreconfig","MOperations/s","MPixels/s","MTexels/s","MVertices/s","Size(MB)","Bandwidth(GB/s)","Bustype","Buswidth(bit)","Direct3D","OpenGL"
"STG-2000","May22,1995","NV1","SGS500nm","1","90","PCI","12","75","1:1:1","12","12","12","0","24","0.6","EDOVRAM","64","1.0","n/a"
"Riva128","August25,1997","NV3","SGS350nm","4","90","AGP1x,PCI","100","100","1:1:1","100","100","100","0","4","1.6","SDR","128","5.0","1.0"
"Riva128ZX","February23,1998","NV3","SGS/TSMC350nm","4","90","AGP2x,PCI","100","100","100","100","100","8","1.6","SDR","128","5.0","1.0","1:1:1","0"
"RivaTNT","June15,1998","NV4","AGP2x,PCI","TSMC350nm","7","90","90","110","2:2:2","180","180","180","816","0","SDR","128","1.76","6.0","1.2"
"Vanta","March22,1999","NV6","TSMC250nm","","","AGP4x,PCI","100","2:2:2","125","200","200","200","16","6.0","1.2","0","SDR","1","64"
"VantaLT","March2000","NV6","TSMC250nm","","","AGP2x","80","100","160","160","160","2:2:2","816","64","0.8","0","SDR","6.0","1.2"
"RivaTNT2M64","October1999","NV6","TSMC250nm","","","AGP4x,PCI","125","150","250","250","250","2:2:2","81632","64","1.2","0","SDR","6.0","1.2"
"RivaTNT2","March15,1999","AGP4x,PCI","125","150","250","250","250","NV5","TSMC250nm","15","90","1632","2.4","128","2:2:2","0","SDR","6.0","1.2"
"RivaTNT2Pro","October12,1999","NV5","15","90","AGP4x,PCI","TSMC220nm","128","143","166","286","286","286","2:2:2","1632","2.656","0","SDR","6.0","1.2"
"RivaTNT2Ultra","March15,1999","NV5","15","90","AGP4x,PCI","TSMC250nm","128","150","183","300","300","300","2:2:2","1632","2.928","0","SDR","6.0","1.2"
"Model","Launch","Codename","Fab(nm)","Transistors(million)","Diesize(mm²)","Businterface","Coreclock(MHz)","Memoryclock(MHz)","Coreconfig","MOperations/s","MPixels/s","MTexels/s","MVertices/s","Size(MB)","Bandwidth(GB/s)","Bustype","Buswidth(bit)","Direct3D","OpenGL"
"Fillrate","Memory","APIsupport","Memory","Memory","Fillrate","Fillrate","Model","Launch","Codename","Fab(nm)","Transistors(million)","Diesize(mm²)","Businterface","Coreclock(MHz)","Memoryclock(MHz)","Coreconfig","Fillrate","Memory","APIsupport"
