"Definition","compare(string1,string2)returnsinteger."
"Description","Comparestwostringstoeachother.Iftheyareequivalent,azeroisreturned.Otherwise,mostoftheseroutineswillreturnapositiveornegativeresultcorrespondingtowhetherstring1islexicographicallygreaterthan,orlessthan,respectively,thanstring2.TheexceptionsaretheSchemeandRexxroutineswhichreturntheindexofthefirstmismatch,andSmalltalkwhichansweracomparisoncodetellinghowthereceiversortsrelativetostringparameter."
