"Distribution","Supportedarchitectures","Install-timedesktopenvironmentselection"
"BeleniX","x86,x86-64","KDE,Xfce"
"NexentaOS","x86,x86-64","GNOME"
"NexentaStor","x86(-64?)","?"
"OmniOS","x86,x86-64","none"
"OpenIndiana","x86,x86-64","MATE"
"SmartOS","x86-64","none"
"Tribblix","x86-64,SPARC","Xfce"
"v9os","SPARC","none"
"Distribution","Supportedarchitectures","Install-timedesktopenvironmentselection"
