"Pumptype","Cyclic/continuous?","Maximumliftheight","Productioncost","Efficiency","Output","Sizeofdevice","Fabricationrequirements","Difficultyofproduction","Durability","Difficultyofrepair","Suctionlift?"
"Hydraulicram","cyclic","10m-100m","medium","low-medium","low","?","requiresflowingwateraspowersource(e.g.river)","industrial","high","?","no"
