"Company","Software","On-demandscan","On-accessscan","Firewall","AntiSpam","Webprotection","AntiTheft","Call/SMSFiltering","Backup","ParentalControl","Support","License","Price","Firstrelease","Countryoforigin","Notes"
"Dr.Web","Dr.WebMobileSecuritySuite","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Proprietary","Trialware","2015","Russia",""
"KasperskyLab","KasperskyMobileSecurity","No","No","No","No","No","Yes","Yes","No","No","Yes","Proprietary","Non-free","2008","Russia","BannedbyUSG"
"McAfee","McAfeeMobileSecurity","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Proprietary","Non-free","2011","UnitedStates",""
"Company","Software","On-demandscan","On-accessscan","Firewall","AntiSpam","Webprotection","AntiTheft","Call/SMSFiltering","Backup","ParentalControl","Support","License","Price","Firstrelease","Countryoforigin","Notes"
