"Blu-rayDisc","HDDVD"
"HDCPencrypteddigitaloutputROM-Markwatermarkingtechnology(physicallayer)BDdynamiccrypto(BD+)CinaviaDigitalMark","HDCPencrypteddigitaloutput"
