"Imperative","Procedural","Object-oriented"
"loadr;1r2=r*r;2result=r2*""3.142"";3......................storage.............resultvariableconstant""3.142""","areaproc(r2,res):pushstack5loadr2;6r3=r2*r2;7res=r3*""3.142"";8popstack9return;10...............................................mainproc:loadr;1callarea(r,result);+loadp=addressofparameterlist;2+loadv=addressofsubroutine'area';3+gotovwithreturn;4........storage.............resultvariableconstant""3.142""parameterlistvariablefunctionpointer(==>area)stackstorage","circle.areamethod(r2):pushstack7loadr2;8r3=r2*r2;9res=r3*""3.142"";10popstack11return(res);12,13...............................................mainproc:loadr;1result=circle.area(r);+allocateheapstorage;2+copyrtomessage;3+loadp=addressofmessage;4+loadv=addr.ofmethod'circle.area'5+gotovwithreturn;6......storage.............resultvariable(assumedpre-allocated)immutablevariable""3.142""(final)(heap)messagevariableforcirclemethodcallvtable(==>area)stackstorage"
