"Features","Prius","Prius","Prius","Prius","Camry","Highlander","Highlander"
"Releasedate","December1997(Japan)2000(worldwide)","August2003","May2009(Japan)June2009(US)","December2015","May2006","July2005","September2007"
"USmodelyear","2001–2003","2004–2009","2010–2015","2016–","2007–","2005–2007","2008–"
"Baseprice","US$19,995","US$22,000","US$22,000","US$24,685","US$26,480","US$33,000","US$34,700"
"EPA-estimatedcityfueleconomy","42mpg?US(5.6L/100km;50mpg?imp)","48mpg?US(4.9L/100km;58mpg?imp)","51mpg?US(4.6L/100km;61mpg?imp)","54mpg?US(4.4L/100km;65mpg?imp)","33mpg?US(7.1L/100km;40mpg?imp)","28mpg?US(8.4L/100km;34mpg?imp)(2WD)27mpg?US(8.7L/100km;32mpg?imp)(4WD-i)","27mpg?US(8.7L/100km;32mpg?imp)"
"EPA-estimatedhighwayfueleconomy","41mpg?US(5.7L/100km;49mpg?imp)","45mpg?US(5.2L/100km;54mpg?imp)","48mpg?US(4.9L/100km;58mpg?imp)","50mpg?US(4.7L/100km;60mpg?imp)","34mpg?US(6.9L/100km;41mpg?imp)","25mpg?US(9.4L/100km;30mpg?imp)(2WD)25mpg?US(9.4L/100km;30mpg?imp)(4WD-i)","25mpg?US(9.4L/100km;30mpg?imp)"
"EPA-estimateddriversfueleconomy","45mpg?US(5.2L/100km;54mpg?imp)","47.5mpg?US(4.95L/100km;57.0mpg?imp)","48.7mpg?US(4.83L/100km;58.5mpg?imp)","52mpg?US(4.5L/100km;62mpg?imp)","36.6mpg?US(6.43L/100km;44.0mpg?imp)","","24.5mpg?US(9.6L/100km;29.4mpg?imp)"
"Engine","1.5L1NZ-FXEI4Atkinsoncycle","1.5L1NZ-FXEI4Atkinsoncycle","1.8L2ZR-FXEI4Atkinsoncycle","1.8L2ZR-FXEI4RedesignedAtkinsoncycle","2.4L2AZ-FXEI4Atkinsoncycle","3.3L3MZ-FEV6","3.3L3MZ-FEV6"
"0–60mph(97km/h)acceleration","12.6s","10.8s","10.0s","9.6s","7.3s(R&T,5/06)","6.6s(MotorTrend)","n/a"
"Engineoutput","70hp(52kW)/82lb·ft(110Nm)","76hp(57kW)/85lb·ft(115Nm)","98hp(73kW)/105lb·ft(142Nm)","95hp(71kW)/105lb·ft(142Nm)","147hp(108kW)/138lb·ft(187Nm)","","156kW(208hp)"
"Electricmotoroutput","44hp(33kW)/259lb·ft(350Nm)","68hp(50kW)/295lb·ft(400Nm)","80hp(60kW)/153lb·ft(207Nm)","71hp(53kW)/120lb·ft(163Nm)","45hp(34kW)","",""
"Netpower","60kW(80hp)","80kW(107hp)","110kW(134hp)","90kW(121hp)","140kW(187hp)","","201kW(270hp)"
"Tractionbatterypower","33kW(44hp)","21kW(28hp)","27kW(36hp)","53kW(71hp)","30kW(40hp)","45kW(60hp)","45kW(60hp)"
"Requirespremiumfuel(91octane(R+M)/2)","No","No","No","No","No","No(however,premiumrecommended)","No"
"EPA/CARBemissioncertification","","TierIIBin3/AT-PZEV","TierIIBin3/SULEV","TierIIBin3/SULEVwithAT-PZEV","TierIIBin3/AT-PZEV","TierIIBin3/AT-PZEV","TierIIBin3/SULEV"
"Smogformingemissionscomparedtoaveragenewvehicle","75%less","80%less","80%less","80%less","80%less","80%less","80%less"
"Maximumseating","5","5","5","5","5","7","7"
