"Model","Codename","Fab(nm)","Businterface","Coreclock(MHz)","Shaderclock(MHz)","Memoryclock(MHz)","Coreconfig","Fillrate","Memory","Memory","SupportedAPIversion","Memory","Fillrate","Memory","Processingpower(GFLOPS)","SupportedAPIversion","NvidiaOptimustechnology","TDP(Watts)","Notes"
"Model","Codename","Fab(nm)","Businterface","Coreclock(MHz)","Shaderclock(MHz)","Memoryclock(MHz)","Coreconfig","Pixel(GP/s)","Texture(GT/s)","Size(MB)","Bandwidth(GB/s)","NvidiaOptimustechnology","TDP(Watts)","Notes","Bustype","Buswidth(bit)","Singleprecision","Direct3D","OpenGL"
"QuadroK500M","GK107","28","PCIe3.0x16","850","850","1600","192:16:8","6.8","13.6","1024","12.8","DDR3","64","326.4","11.0","4.5","Yes","35",""
"QuadroK1000M","GK107","28","PCIe3.0x16","850","850","1800","192:16:16","13.6","13.6","2048","28.8","DDR3","128","326.4","11.0","4.5","Yes","45","DellPrecisionM4700"
"QuadroK2000M","1800","GK107","28","2048","28.8","128","PCIe3.0x16","745","745","384:32:16","11.92","23.84","572.16","55","DellPrecisionM4700","DDR3","11.0","4.5","Yes"
"QuadroK3000M","GK104","28","PCIe3.0x16","2048","654","654","2800","576:48:32","20.93","31.39","89.6","GDDR5","256","753.41","75","11.0","4.5","Yes","DellPrecisionM6700"
"QuadroK4000M","GK104","600","28","2800","PCIe3.0x16","600","960:80:32","89.6","GDDR5","256","19.2","48","4096","1152","100","DellPrecisionM6700","11.0","4.5","Yes"
"QuadroK5000M","GK104","706","28","PCIe3.0x16","706","4096","3000","100","1344:112:32","22.59","GDDR5","256","79.07","96","1897.73","DellPrecisionM6700","11.0","4.5","Yes"
