"Model","Codename","Fab(nm)","Businterface","Coreclock(MHz)","Shaderclock(MHz)","Memoryclock(MHz)","Coreconfig","Fillrate","Memory","Processingpower(GFLOPS)","SupportedAPIversion","SupportedAPIversion","Memory","Memory","Fillrate","Memory","Processingpower(GFLOPS)","SupportedAPIversion","TDP(Watts)","Notes"
"Model","Codename","Fab(nm)","Businterface","Coreclock(MHz)","Shaderclock(MHz)","Memoryclock(MHz)","Coreconfig","Pixel(GP/s)","Texture(GT/s)","Size(MB)","Bandwidth(GB/s)","TDP(Watts)","Notes","Bustype","Buswidth(bit)","Singleprecision","Doubleprecision","Direct3D","OpenGL","CUDA"
"Quadro410","GK107","28","PCIe2.0x16","706","706","1800","192:16:8(1SMX)","5.65","11.3","512","14.4","DDR3","64","271.10","","11.0","4.6","3.0","38",""
"QuadroK600","GK107","28","PCIe2.0x16","876","876","891(1782)","192:16:16(1SMX)","14.0","14.0","1024","28.5","DDR3","128","336.38","","11.0","4.6","3.0","41","6.3""Card"
"QuadroK2000","GK107","28","PCIe2.0x16","954","954","1000(4000)","384:32:16(2SMX)","15.2","30.5","128","2048","64","GDDR5","732.67","51","","11.0","4.6","3.0","7.97""Card"
"QuadroK2000D","954","954","1000(4000)","GK107","15.2","30.5","28","64","GDDR5","732.67","51","7.97""Card","PCIe2.0x16","384:32:16(2SMX)","2048","","11.0","4.6","3.0","128"
"QuadroK4000","GK106","28","PCIe2.0x16","810.5","810.5","1404(5616)","768:64:24(4SMX)","19.4","GDDR5","51.9","3072","134.8","192","1244.93","80","","11.0","4.6","3.0","9.5""Card"
"QuadroK5000","GK104","28","PCIe2.0x16","706","706","1350(5400)","1536:128:32(8SMX)","22.6","GDDR5","90.4","4096","172.8","256","2168.83","90.4","122","11.0","4.6","3.0","10.5""Card"
"QuadroK6000","GK110","28","PCIe3.0x16","901.5","901.5","1502(6008)","2880:240:48(15SMX)","54.1","GDDR5","216","12288","288","384","10.5""Card","5196","1732","3.5","11.0","4.6","225"
