"Name","E-mailclient","HTMLeditor","Collaborativesoftware","Onlineediting"
"AbilityOffice","No","export","No","No"
"ApacheOpenOffice","No","OpenOfficeWriter","No","Withplugins"
"Discontinued-BreadboxOffice","Yes","Yes","No","No"
"CalligraSuite","Kontact","Kate,Quanta+","No","No"
"CollaboraOnline","Partial","Yes","Yes","Yes"
"FengOfficeCommunityEdition","beta","No","Yes","Yes"
"GNUTeXmacs","allowstoreademails","Yes","underdevelopment","No"
"Discontinued-GobeProductive","No","Yes","No","No"
"GoogleWorkspace","Gmail","GoogleSites","Yes","Yes"
"HancomOffice","No","Note","No","Yes"
"iWork","AppleMail","No","Yes","iCloud"
"LibreOffice","No","LibreOfficeWriter","LibreOfficeCalc","Plugins"
"LotusSmartSuite","No","LotusFastSite","Yes","No"
"MicrosoftOffice","MicrosoftOutlook","MicrosoftSharePointDesigner.MicrosoftFrontPageMicrosoftWord","MicrosoftSharePoint","OfficeOnline"
"MicrosoftWorks","No","No","No","MicrosoftOfficeLive"
"OfficeSuite","OfficeSuiteMailforWindows.AquaMailforAndroid.","No","No","No"
"NeoOffice","No","NeoOfficeWriter","No","No"
"OnlyOffice","Yes","No","Yes","Online"
"SoftMakerOffice","abundledMozillaThunderbird","No","No","No"
"StarOffice","No","StarWriter","No","Withplugins"
"TeamLab","No","Yes","Yes","Yes"
"TikiWikiCMSGroupware","TikiWebmail","WYSIWYGeditorviaCKEditor","Yes","Online"
"WordPerfectOffice","hasmailmergecapabilities","No","No","Yes"
"WPSOffice","availableinAndroid","Yes","Yes","Yes"
"ZohoOfficeSuite","ZohoMail","ZohoWriter","Yes","Yes"
"Name","E-mailclient","HTMLeditor","Collaborativesoftware","Onlineediting"
