"Model(Codename)","ReleaseDate&Price","Architecture(Fab)","TransistorsDieSize","Core","Fillrate","Processingpower(GFLOPS)","Memory","Memory","Memory","Core","Fillrate","Processingpower(GFLOPS)","Memory","TBP(W)","Businterface"
"Model(Codename)","ReleaseDate&Price","Architecture(Fab)","TransistorsDieSize","Config","Clock(MHz)","Texture(GT/s)","Pixel(GP/s)","TBP(W)","Businterface","Single","Double","Bustype&width","Size(MiB)","Clock(MT/s)","Band-width(GB/s)"
"RadeonR5330(OlandPro)","May2015OEM","GCN1gen(28nm)","1040×1090mm","320:20:8","Unknown855","17.1","6.84","547.2","34.2","DDR3128-bit","10242048","1800","28.8","30","PCIe3.0×16"
"RadeonR5340(OlandXT)","May2015OEM","GCN1gen(28nm)","1040×1090mm","384:24:8","Unknown825","19.8","6.6","633.6","39.6","DDR3GDDR5128-bit","10242048","18004500","72","75","PCIe3.0×16"
"RadeonR7340(OlandXT)","May2015OEM","GCN1gen(28nm)","1040×1090mm","384:24:8","730780","17.518.7","5.86.2","560.6599","32.735","DDR3GDDR5128-bit","102420484096","18004500","72","75","PCIe3.0×16"
"RadeonR5340X(OlandXT)","May2015OEM","GCN1gen(28nm)","1040×1090mm","384:24:8","1050","25.2","8.4","806","50.4","DDR364-bit","2048","2000","16","30","PCIe3.0×16"
"RadeonR7350(OlandXT)","May2015OEM","GCN1gen(28nm)","1040×1090mm","384:24:8","10001050","2425.2","88.4","768806.4","4850.4","DDR3GDDR5128-bit","10242048","18004500","72","75","PCIe3.0×16"
"RadeonR7350(CapeVerdeXTL)","February2016$89USD","GCN1gen(28nm)","1500×10123mm","512:32:16","925","29.6","14.8","947.2","59.2","GDDR5128-bit","2048","4500","72","75","PCIe3.0×16"
"RadeonR7350X(OlandXT)","May2015OEM","GCN1gen(28nm)","1040×1090mm","384:24:8","1050","25.2","8.4","806","50.4","DDR3128-bit","4096","2000","32","30","PCIe3.0×16"
"RadeonR7360(BonairePro)","June2015$109USD","GCN2gen(28nm)","2080×10160mm","768:48:16","1050","50.4","16.8","1612.8","100.8","GDDR5128-bit","2048","6500","104","100","PCIe3.0×16"
"RadeonR9360(BonairePro)","May2015OEM","GCN2gen(28nm)","2080×10160mm","768:48:16","10001050","4850.4","1616.8","15361612.8","96100.8","GDDR5128-bit","2048","6500","104","85","PCIe3.0×16"
"RadeonR7370(PitcairnPro)","June2015$149USD","GCN1gen(28nm)","2800×10212mm","1024:64:32","975","62.4","31.2","1996.8","124.8","GDDR5256-bit","20484096","5600","179.2","110","PCIe3.0×16"
"RadeonR9370(PitcairnPro)","May2015OEM","GCN1gen(28nm)","2800×10212mm","1024:64:32","950975","60.862.4","30.431.2","1945.61996.8","121.6124.8","GDDR5256-bit","20484096","5600","179.2","150","PCIe3.0×16"
"RadeonR9370X(PitcairnXT)","August2015$179USD","GCN1gen(28nm)","2800×10212mm","1280:80:32","1000","80","32","2560","160","GDDR5256-bit","20484096","5600","179.2","185","PCIe3.0×16"
"RadeonR9380(TongaPro)","May2015OEM","GCN3gen(28nm)","5000×10359mm","1792:112:32","918","102.8","29.4","3290","206.6","GDDR5256-bit","4096","5500","176","190","PCIe3.0×16"
"RadeonR9380(TongaPro)","June2015$199USD","GCN3gen(28nm)","5000×10359mm","1792:112:32","970","108.6","31.0","3476.5","217.3","GDDR5256-bit","20484096","5700","182.4","190","PCIe3.0×16"
"RadeonR9380X(TongaXT)","November2015$229USD","GCN3gen(28nm)","5000×10359mm","2048:128:32","970","124.2","31.0","3973.1","248.3","GDDR5256-bit","4096","5700","182.4","190","PCIe3.0×16"
"RadeonR9390(GrenadaPro)","June2015$329USD","GCN2gen(28nm)","6200×10438mm","2560:160:64","1000","160","64","5120","640","GDDR5512-bit","8192","6000","384","275","PCIe3.0×16"
"RadeonR9390X(GrenadaXT)","June2015$429USD","GCN2gen(28nm)","6200×10438mm","2816:176:64","1050","184.8","67.2","5913.6","739.2","GDDR5512-bit","8192","6000","384","275","PCIe3.0×16"
"RadeonR9Fury(FijiPro)","July2015$549USD","GCN3gen(28nm)","8900×10596mm","3584:224:64","1000","224","64","7168","448","HBM4096-bit","4096","1000","512","275","PCIe3.0×16"
"RadeonR9Nano(FijiXT)","August2015$649USD","GCN3gen(28nm)","8900×10596mm","4096:256:64","1000","256","64","8192","512","HBM4096-bit","4096","1000","512","175","PCIe3.0×16"
"RadeonR9FuryX(FijiXT)","June2015$649USD","GCN3gen(28nm)","8900×10596mm","4096:256:64","1050","268.8","67.2","8601.6","537.6","HBM4096-bit","4096","1000","512","275","PCIe3.0×16"
"RadeonProDuo(FijiXT)","April2016$1499USD","GCN3gen(28nm)","2×8900×102×596mm","2×4096:256:64","1000","512","128","16384","1024","HBM4096-bit","2×4096","1000","2×512","350","PCIe3.0×16"
"Model(Codename)","ReleaseDate&Price","Architecture(Fab)","TransistorsDieSize","Config","Clock(MHz)","Texture(GT/s)","Pixel(GP/s)","Single","Double","Bustype&width","Size(MiB)","Clock(MT/s)","Band-width(GB/s)","TBP(W)","Businterface"
"Core","Fillrate","Processingpower(GFLOPS)","Memory","Memory","Memory","Model(Codename)","ReleaseDate&Price","Architecture(Fab)","TransistorsDieSize","Core","Fillrate","Processingpower(GFLOPS)","Memory","TBP(W)","Businterface"
