"BitTorrentlibrary","Firstpublicreleasedate","Lateststable","Softwarelicense"
"libtorrent(Rasterbar)","8September2005;16yearsago(2005-09-08)","2.0.5(December4,2021;3monthsago(2021-12-04))[±]","BSD-3-Clause"
"MonoTorrent","September2006;15yearsago(2006-09)","2.0.0(May4,2021;10monthsago(2021-05-04))[±]","MIT"
"rTorrent(libTorrentRakshasa)","15July2004;17yearsago(2004-07-15)","rTorrent0.9.8/libTorrent0.13.8(July19,2019;2yearsago(2019-07-19))[±]","GPL-2.0-or-later"
"BitTorrentlibrary","Firstpublicreleasedate","Lateststable","Softwarelicense"
