"Name","License","Platform","Languages","Resizing","Upload","Output","IPTCSupport","GeoTaggingSupport","TagsCategoriesKeywords"
"jAlbum","Proprietary","Windows,Mac,Linux","Multilingual","Automatic","FTP","XHTML,HTML5,CSS","Yes","Yes",""
