"Model","Codename","Fab(nm)","Businterface","Coreclock(MHz)","Shaderclock(MHz)","Memoryclock(MHz)","Coreconfig","Fillrate","Memory","Processingpower(GFLOPS)","SupportedAPIversion","SupportedAPIversion","Memory","Memory","Fillrate","Memory","Processingpower(GFLOPS)","SupportedAPIversion","TDP(Watts)","Notes"
"Model","Codename","Fab(nm)","Businterface","Coreclock(MHz)","Shaderclock(MHz)","Memoryclock(MHz)","Coreconfig","Pixel(GP/s)","Texture(GT/s)","Size(MB)","Bandwidth(GB/s)","TDP(Watts)","Notes","Bustype","Buswidth(bit)","Singleprecision","Doubleprecision","Direct3D","OpenGL","CUDA"
"QuadroK420","GK107","28","PCIe2.0x16","780","780","1800","192:16:16(1SMX)","12.48","12.48","10242048","29","DDR3","128","299.52","12.48","11.0","4.6","3.0","41",""
"QuadroK620","GM107-850","28","PCIe2.0x16","1000","1000","900(1800)","384:24:16(3SMM)","16.0","24.0","2048","28.8","DDR3","128","768.0","24.0","12.0","4.6","5.0","45","6.3""Card"
"QuadroK1200","GM107-860","28","PCIe2.0x16","954","","1253","512:32:16(4SMM)","15.3","30.5","4096","80.2","12.0","5.0","45","GDDR5","128","1083","","7.97""Card","4.6"
"QuadroK2200","GM107-875-A2","28","PCIe2.0x16","1046","1046","1253(5012)","640:40:16(5SMM)","4096","16.7","GDDR5","41.8","80.2","7.97""Card","1338.9","12.0","5.0","41.8","128","68","4.6"
"QuadroK4200","GK104","28","PCIe2.0x16","780","780","1350(5400)","1344:112:32(7SMX)","4096","24.96","GDDR5","87.36","172.8","256","2096.64","87.36","11.0","3.0","105","4.6","9.5""Card"
"QuadroK5200","GK110B","28","PCIe3.0x16","650","650","1500(6000)","2304:192:32(12SMX)","20.8","256","124.8","GDDR5","11.0","8192","192","2995.2","124.8","3.5","150","10.5""Card","4.6"
