"JohnMcCain","BarackObama","JohnMcCain","BarackObama"
"McCainisagainstgovernmentregulationofnetworkneutralityunlessevidenceofabuseexists.HeisquotedinMay2007assaying,""let'sseehowthisthingallturnsout,ratherthananticipateaproblemthatsofarhasnotariseninanysignificantway,""and,""Whenyoucontrolthepipeyoushouldbeabletogetprofitfromyourinvestment.""","Obamais""astrongsupporterofNetneutrality,""sayingthatregulationsarerequiredtopreventthetelecomcompaniesfromchanging""theinternetasweknowit.""Promotingnetneutralitywouldbeapriorityinhisfirstyearaspresident.","McCainisagainstgovernmentregulationofnetworkneutralityunlessevidenceofabuseexists.HeisquotedinMay2007assaying,""let'sseehowthisthingallturnsout,ratherthananticipateaproblemthatsofarhasnotariseninanysignificantway,""and,""Whenyoucontrolthepipeyoushouldbeabletogetprofitfromyourinvestment.""","Obamais""astrongsupporterofNetneutrality,""sayingthatregulationsarerequiredtopreventthetelecomcompaniesfromchanging""theinternetasweknowit.""Promotingnetneutralitywouldbeapriorityinhisfirstyearaspresident."
"ChuckBaldwin","BobBarr","CynthiaMcKinney","RalphNader"
"","","InJune,2006McKinneyvotedfornetworkneutrality.","Stronglysupportsnetneutrality."
