"Model(Codename)","Launch","Architecture(Fab)","TransistorsDieSize","Core","Fillrate","Processingpower(GFLOPS)","Memory","Memory","Memory","Core","Fillrate","Processingpower(GFLOPS)","Memory","TDP(W)","Businterface"
"Model(Codename)","Launch","Architecture(Fab)","TransistorsDieSize","Config","Clock(MHz)","Texture(GT/s)","Pixel(GP/s)","Single","Businterface","Double","Bustype&width(bit)","Size(MiB)","Clock(MHz)","Band-width(GB/s)","IdleMax"
"RadeonHD8350(Cedar)","January8,2013","TeraScale2(40nm)","292×1059mm","80:8:4","400–650","3.25.2","1.62.6","104","N/A","DDR2DDR364-bit","256512","400800","6.412.8","6.419.1","PCIe2.1×16"
"RadeonHD8450(Caicos)","January8,2013","TeraScale2(40nm)","370×1067mm","160:8:4","625","5.0","2.5","200","N/A","DDR364-bit","512","533","8.53","918","PCIe2.1×16"
"RadeonHD8470(Caicos)","January8,2013","370×1067mm","160:8:4","TeraScale2(40nm)","750","6.0","3.0","240","N/A","GDDR564-bit","1024","800","25.6","935","PCIe2.1×16"
"RadeonHD8490(Caicos)","July23,2013","370×1067mm","160:8:4","TeraScale2(40nm)","875","7.0","3.5","280","N/A","DDR3LGDDR564-bit","1024","800900","12.828.8","935","PCIe2.1×16"
"RadeonHD8570(Oland)","January8,2013","GCN1gen(28nm)","950×1077mm","384:24:8","730","19.2","6.4","560","35","DDR3GDDR5128-bit","2048","9001150","28.872","1266","PCIe3.0×8"
"RadeonHD8670(Oland)","January8,2013","GCN1gen(28nm)","950×1077mm","384:24:8","1000","24","8","768","48","GDDR5128-bit","2048","1150","72","1686","PCIe3.0×8"
"RadeonHD8730(CapeVerdeLE)","September5,2013","GCN1gen(28nm)","1500×10123mm","384:24:8","800","19.2","6.4","614.4","44.8","GDDR5128-bit","1024","1125","72","1047","PCIe3.0×16"
"RadeonHD8760(CapeVerdeXT)","January8,2013","1500×10123mm","GCN1gen(28nm)","640:40:16","1000","40","16","1280","80","GDDR5128-bit","2048","1125","72","1680","PCIe3.0×16"
"RadeonHD8770(BonaireXT)","September2,2013","GCN2gen(28nm)","2080×10160mm","896:56:16","1000","56.0","16.0","1792","128","GDDR5128-bit","2048","1500","96","1085","PCIe3.0×16"
"RadeonHD8870(PitcairnXT)","January8,2013","GCN1gen(28nm)","2800×10212mm","1280:80:32","1000","80","32","2560","160","GDDR5256-bit","2048","1200","153.6","15150","PCIe3.0×16"
"RadeonHD8950(TahitiPro)","January8,2013","GCN1gen(28nm)","4313×10352mm","1792:112:32","850925","95.2103.6","27.229.6","3046.43315.2","761.6828.8","GDDR5384-bit","3072","1250","240","15225","PCIe3.0×16"
"RadeonHD8970(TahitiXT2)","January8,2013","4313×10352mm","GCN1gen(28nm)","2048:128:32","10001050","128.0134.4","3233.6","40964301","10241075","GDDR5384-bit","3072","1500","288","15250","PCIe3.0×16"
"RadeonHD8990(Malta)","April24,2013","GCN1gen(28nm)","2×4313×102×352mm","2×2048:128:32","9501000","2×128","2×32","77828192","19462048","GDDR5384-bit","2×3072","1500","2×288","15375","PCIe3.0×16"
"Model(Codename)","Launch","Architecture(Fab)","TransistorsDieSize","Config","Clock(MHz)","Texture(GT/s)","Pixel(GP/s)","Single","Double","Bustype&width(bit)","Size(MiB)","Clock(MHz)","Band-width(GB/s)","IdleMax","Businterface"
"Core","Fillrate","Processingpower(GFLOPS)","Memory","Memory","Memory","Model(Codename)","Launch","Architecture(Fab)","TransistorsDieSize","Core","Fillrate","Processingpower(GFLOPS)","Memory","TDP(W)","Businterface"
