"Model","Launch","Codename","Fab(nm)","Businterface","Clockrate","Clockrate","Fillrate","Memory","Processingpower(GFLOPS)","APIcompliance(version)","APIcompliance(version)","APIcompliance(version)","Memory","Memory","Coreconfig","Fillrate","Memory","Processingpower(GFLOPS)","APIcompliance(version)","TDP(Watts)","Notes"
"Model","Launch","Codename","Fab(nm)","Businterface","Core(MHz)","Coreconfig","Memory(MHz)","Pixel(GP/s)","Texture(GT/s)","Size(GiB)","TDP(Watts)","Notes","Bandwidth(GB/s)","Bustype","Buswidth(bit)","Singleprecision","Doubleprecision","Direct3D","OpenGL","OpenCL","Vulkan"
"FireProW4300","December1,2015","BonairePRO(GCN2ndGen)","28","PCIe3.0x16","930","1500","768:48:16:12","14.88","44.64","4","96","GDDR5","128","1428.5","89.3","11.2/12.0SM5.0","4.5","2.0(2.1beta,2.2possible)","1.0","<50","4MiniDisplayPort1.2aoutputs,lowprofile"
