"","singular","plural","plural","plural","plural","plural","singular","singular","singular","singular","singular","singular","plural","indef."
"","2nd","3rd","3rd","3rd","3rd","3rd","3rd","1st","2nd","indef.","3rd","1st","2nd","3rd"
"1st","","familiar","1st","2nd","formal","indef.","m.","f.","n.","pan-gender","m.","f.","n.","pan-gender"
"English","I","thou¹","you¹","he","she","it","they/it","we","you","","","","they","one"
"Esperanto","mi","ci¹","vi¹","li","?i","?i","-/ri²/?i²/gi","ni","vi","","i?i³","i?i³","ili/iri³","oni"
"Novial","me","vu","vu","lo","la","lu","le","nus","vus","los","las","lus","les","on"
