"Editor","Screenshot"
"LyX","Screenshot"
"Texmaker","ScreenshotofTexmakerversion4.5"
"TexLab","TeXLabScreenshot"
"TeXmacs","TheTeXmacseditor"
"TeXstudio","ScreenshotofTeXstudio(2.12.6)"
"VisualStudioCode","TheLaTexWorkshopextensionforVisualStudioCode"
"Editor","Screenshot"
