"Country","Motorways(Controlled-accesshighway)","Expressways(Limited-accessroad)","Primaryroads","Primaryroads","Secondaryroads","Regionaldestinations","Localdestinations","Touristsigns","TemporaryDetour"
"outsideurbanarea","outsideurbanarea","outsideurbanarea","Country","Motorways(Controlled-accesshighway)","Expressways(Limited-accessroad)","outsideurbanarea","Localdestinations","Touristsigns","TemporaryDetour"
"Austria","Salzburg","Wien","Villach","Villach","Salzkammergut","Salzkammergut","N/A","Salzkammergut","Umleitung"
"Belgium","BrusselBruxelles","KortrijkCourtrai","GentGand","GentGand","N/A","N/A","CentrumCentreZentrum","Atomium","WegomleggingDéviationUmleitung"
"Bulgaria","?????Yambol","????Ruse","?????????Pavlikeni","?????????Pavlikeni","????Byala","","??????Centre","????Etar","?????Varna"
"Croatia","Zagreb","Bjelovar","Vukovar","Vukovar","Mokošica","","Zra?naluka","Plitvi?kajezera","Obilazak"
"Czechia","BRNO","PRAHA","VYŠKOV","VYŠKOV","N/A","SLOVANY","Letišt?","HradBouzov","PRAHA"
"Denmark","Aarhus","N/A","Skanderborg","Skanderborg","N/A","","Stadion","Himmelbjerget","Nakskov"
"Finland","HELSINKIHELSINGFORS","LAPPEENRANTA","PORVOOBORGÅ","PORVOOBORGÅ","N/A","KYMINLINNA","Kirjasto","Hiidenkivi","TURKU"
"France","PARIS","MARSEILLE","BEAUVAIS","TOULON","LACHAPPELLE","N/A","GareS.N.C.F.","PARCNATUREL","Déviation"
"Germany","Hamburg","Freiburg","Lübeck","Lübeck","N/A","","Bahnhof","BurgEltz","Umleitung"
"Greece","???????????Thessaloniki","?????Patra","??????thina","??????thina","N/A","N/A","??????","????????Akropolis","???????Evosmos"
"Hungary","Budapest","Vác","Gyöngyös","Gyöngyös","Abádszalók","Berekfürd?","?Centrum","Vár","Gödöll?"
"Ireland","ÁthCliathDUBLIN","?/?","TulachMhórTULLAMORE","TulachMhórTULLAMORE","SeantrabhSANTRY","N/A","GuaireGOREY","SrónBhroinBRANDONPOINT","CúrsaTimpillDETOUR"
"Italy","VENEZIA","UDINE","BERGOSOLE","BERGOSOLE","N/A","","aeroporto","Colfosco","deviazione"
"Liechtenstein","(CH)St.Gallen","(CH)Chur","Schaan","Schaan","Vaduz","N/A","Bahnhof","Burg","Umleitung"
"Lithuania","KLAIP?DA","KAUNAS","VILNIUS","VILNIUS","N/A","","CENTRAS","","Apylanka"
"Netherlands","A44Amsterdam","DenHaag","ArnhemN50","ArnhemN50","N/A","","Centrum","NationaalPark","OMLEIDINGVolgA"
"Norway","Nannestad","Lillestrøm","Trondheim","Trondheim","N/A","","Sykehus","Kvitsand",""
"Poland","Wroc?aw","Pozna?","Opole","Opole","N/A","","Stacja","Kraków","Objazd"
"Portugal","Lisboa","N/A","Portalegre","Portalegre","PóvoadeVarzim","ALGARVE","centro","castelo","Desvio"
"Romania","Bucure?ti","N/A","Pite?ti","Pite?ti","N/A","N/A","Centru","CastelulBran","Ocolire"
"Slovakia","Košice","Nitra","Bratislava","Bratislava","","","Centrum","Hrad","obchádzka"
"Slovenia","Maribor","NovaGorica","Medvode","Medvode","Tomišelj","","Center","Postojnskajama","Obvoz"
"Sweden","GÖTEBORG","STOCKHOLM","FALUN","FALUN","N/A","NORRMALM","Vårdcentral","LångeErik",""
"Switzerland","Basel","Chiasso","Moudon","Moudon","Ftan","N/A","GareCFF","Castello","UmleitungDéviationDeviazione"
"Spain","Villalba","Córdoba","Oviedo","PINTO","BADAJOZ","N/A","centro","Navacerrada","DESVÍO"
"UK","NottinghamM1","N/A","HolyheadA55","HolyheadA55","Aylesbury","TheNORTH","VillageHall","ThorpePark","Diversion"
