"Client","Primarydevelopers","Distributionmodel","Softwarelicense","Userinterface","Programminglanguage"
"AdiIRC","PerAmundsen","Freeware","Proprietary","GUI",".NETFramework/C#"
"Adium","ThijsAlkemade","Freesoftware","GPL-2.0-or-later","GUI","Objective-CandC"
"Ambassador","Isengrim","Freesoftware","MPL","GUI","JavaScript,XUL"
"AndroIRC","Madalynn","Freeware","Proprietary","GUI","?"
"Bersirc","JamieFrater,NicholasCopeland","Freesoftware","LGPL","GUI","C(Delphioriginally)"
"BitchX","ColtenEdwards","Freesoftware","BSD","TUI,GUI","C"
"ChatZilla","JamesRoss,RobertGinda,SamuelSieb,GijsKruitbosch","Freesoftware","MPL,GPL,LGPLtri-license","GUI","JavaScript,XUL"
"Colloquy","TimothyHatcher,KijiRoshi","Freesoftware","Desktop:GPLMobile:BSD","GUI","Objective-C"
"ERC","AlexanderL.Belikoff,SergeyBerezin","Freesoftware","GPL-3.0-or-later","TUI,GUI","EmacsLisp"
"F-IRC","FolkertvanHeusden","Freesoftware","GPL","TUI","C++"
"GrumpyChat","PetrBena","Freesoftware","LGPL","GUI","C++"
"HexChat","BerkeViktor","Freesoftware","GPL-2.0-or-later","TUI,GUI","C"
"IceChat","PaulVanderzee","Freesoftware","GPL","GUI","C#(VisualBasicuntil2004)"
"Igloo","JordanKoch","Commercial","Proprietary","GUI","Swift"
"Instantbird","FlorianQuèze","Freesoftware","GPL","GUI","C/C++,JavaScript,CSS,XUL"
"IRCCloud","IRCCloudLtd.","Freemium","Proprietary","Web","JavaScriptfrontend,Erlangbackend"
"ircII","MichaelSandrof","Freesoftware","BSD","TUI","C"
"IRCjr","MichaelBrutman","Freesoftware","GPLv3","TUI","C++"
"Ircle","OnnoTijdgat","Commercial,30-daytrial","Proprietary","GUI","C"
"Irssi","TimoSirainen","Freesoftware","GPL-2.0-or-later","TUI","C"
"KiwiIRC","DarrenWhitlen","Freesoftware","Apache-2.0","Web","JavaScriptfrontend,Node.jsbackend"
"kirc","MichaelCzigler","Freesoftware","GPL","TUI","C"
"KVIrc","SzymonStefanek","Freesoftware","GPL","GUI","C++"
"Konversation","KDE","Freesoftware","GPL-2.0-or-later","GUI","C++"
"LeafChat","SamuelMarshall","Freesoftware","GPL-3.0-or-later","GUI","Java"
"LimeChat","SatoshiNakagawa","Freesoftware","GPL-2.0-only","GUI","RubyCocoa(2007–2010)Objective-C(2010–)"
"Linkinus","ConceitedSoftware","Commercial,15-daytrial","Proprietary","GUI","Objective-C"
"Mibbit","JimmyMoore","TextualAdbar","Proprietary","Web","JavaScriptfrontend,Javabackend"
"mIRC","KhaledMardam-Bey","Shareware,30-daytrial","Proprietary","GUI","C/C++"
"Monochrome","PeterPawlowski","Freesoftware","GPL-2.0-only","GUI","C#"
"Nettalk","NicolasKruse","Freesoftware","Apache-2.0","GUI","VisualBasic"
"Pidgin","","Freesoftware","GPL-2.0-or-later","GUI","C"
"PIRCH","NorthwestComputerServices","Shareware","Proprietary","GUI","Delphi"
"PJIRC","PhilippeDetournay","Freesoftware","GPL","GUI","Java"
"Quassel","ManuelNickschas,MarcusEggenberger,AlexandervonRenteln","Freesoftware","GPL-2.0-or-3.0","TUI,GUI","C++"
"qwebirc","ChrisPorter","Freesoftware","GPL-2.0-only","Web","JavaScriptfrontend,Pythonbackend"
"rcirc","RyanYeske","Freesoftware","GPL-3.0-or-later","TUI","EmacsLisp"
"Smuxi","MircoBauer","Freesoftware","GPL-2.0-or-later","GUI,TUI,server","C#"
"Snak","KentSorensen","Commercial","Proprietary","GUI","?"
"Thunderbird","MozillaFoundation","Freesoftware","MPL-2.0","GUI","C,C++,JavaScript"
"Tiny","ÖmerSinanA?acan","Freesoftware","MITLicense","TUI","Rust"
"VisualIRC","JesseMcGrew","Freesoftware","GPL","GUI","Delphi"
"WeeChat","SebastienHelleu","Freesoftware","GPL-3.0-or-later","TUI,GUI","C"
"Client","Primarydevelopers","Distributionmodel","Softwarelicense","Userinterface","Programminglanguage"
