"GeForce7800GS","February2,2006","G70","TSMC110nm","302","333","AGP8x","375","600","16:8:16:8","6000","3000","6000","256","750","38.4","GDDR3","256"
"GeForce7800GT","August11,2005","G70","TSMC110nm","302","333","PCIex16","400","500","20:7:20:16","8000","6400","8000","700","32","GDDR3","256","256"
"GeForce7800GTX","June22,2005(256MB)November14,2005(512MB)","PCIex16","G70","TSMC110nm","302","333","430(256MB)550(512MB)","600(256MB)850(512MB)","24:8:24:16","10320(256MB)13200(512MB)","6880(256MB)8800(512MB)","10320(256MB)13200(512MB)","860(256MB)1100(512MB)","256512","38.4(256MB)54.4(512MB)","GDDR3","256"
"GeForce7900GS","May2006(PCIe)April2,2007(AGP)","G71","TSMC90nm","278","196","AGP8xPCIex16","450","660","20:7:20:16","9000","7200","9000","787.5","256","GDDR3","256","42.24"
"GeForce7900GT","March9,2006","G71","TSMC90nm","278","196","PCIex16","450","660","24:8:24:16","10800","7200","10800","900","256","42.24","GDDR3","256"
"GeForce7900GTO","October1,2006","PCIex16","24:8:24:16","G71","TSMC90nm","278","196","650","15600","660","10400","15600","1300","512","GDDR3","256","42.24"
"GeForce7900GTX","March9,2006","650","15600","10400","15600","1300","512","PCIex16","24:8:24:16","G71","TSMC90nm","278","196","800","51.2","GDDR3","256"
"GeForce7900GX2","March9,2006","2xG71","PCIex16","500","TSMC90nm","278","196","600","2x24:8:24:16","24000","16000","24000","2000","2x512","2x38.4","GDDR3","256"
"GeForce7950GT","September6,2006(PCIe)April2,2007(AGP)","G71","TSMC90nm","278","196","AGP8xPCIex16","550","700","24:8:24:16","13200","8800","13200","1100","512","44.8","GDDR3","256"
"GeForce7950GX2","June5,2006","2xG71","TSMC90nm","278","196","PCIex16","500","600","2x24:8:24:16","24000","16000","24000","2000","2x512","2x38.4","GDDR3","256"
"Model","Launch","Codename","Fab(nm)","Transistors(million)","Diesize(mm²)","Businterface","Coreclock(MHz)","Memoryclock(MHz)","Coreconfig","MOperations/s","MPixels/s","MTexels/s","MVertices/s","Size(MB)","Bandwidth(GB/s)","Bustype","Buswidth(bit)"
"Fillrate","Memory","Memory","Memory","Fillrate","Fillrate","Model","Launch","Codename","Fab(nm)","Transistors(million)","Diesize(mm²)","Businterface","Coreclock(MHz)","Memoryclock(MHz)","Coreconfig","Fillrate","Memory"
