"Model","Launch","Codename","Fab(nm)","Transistors(million)","Diesize(mm²)","Businterface","Coreclock(MHz)","Memoryclock(MHz)","Coreconfig","Fillrate","Memory","Memory","Memory","Fillrate","Fillrate","Fillrate","Memory"
"Model","Launch","Codename","Fab(nm)","Transistors(million)","Diesize(mm²)","Businterface","Coreclock(MHz)","Memoryclock(MHz)","Coreconfig","MOperations/s","MPixels/s","MTexels/s","MVertices/s","Size(MB)","Bandwidth(GB/s)","Bustype","Buswidth(bit)"
"GeForce7025+nForce630a","July2007","MCP68S","TSMC110nm","","","HyperTransport","425","200(DDR)400(DDR2)933(DDR3)","2:1:2:2","850","850","850","106.25","Upto256systemRAM","6.412.834","DDRDDR2DDR3","64128"
"GeForce7050PV+nForce630a","July2007","MCP67QV","TSMC110nm","","","HyperTransport","425","200(DDR)400(DDR2)933(DDR3)","2:1:2:2","850","850","850","106.25","Upto256systemRAM","6.412.834","DDRDDR2DDR3","64128"
"GeForce7050+nForce610i/630i","July2007","MCP73","TSMC90nm","","","HyperTransport/FSB","500","333","2:1:2:2","1000","1000","1000","125","Upto256systemRAM","5.336","DDR2","64"
"GeForce7100+nForce630i","July2007","TSMC90nm","MCP76","","","FSB","600","400","1200","2:1:2:2","1200","1200","DDR2","64","150","6.4","Upto256systemRAM"
"GeForce7150+nForce630i","MCP76","July2007","TSMC90nm","FSB","","400","","630","1260","1260","6.4","1260","157.5","2:1:2:2","Upto256systemRAM","DDR2","64"
"GeForce7100GS","August8,2006","NV44","TSMC110nm","75","110","PCIex16","350","300","4:3:4:2","1400","700","1400","262.5","128256","2.44.8","DDRDDR2","3264"
"GeForce7200GS","January18,2006","G72","TSMC90nm","112","81","PCIex16","450","400","2:2:4:2","1800","900","1800","337.5","128256","3.26.4","DDR2","3264"
"GeForce7300SE","March22,2006","G72","TSMC90nm","112","81","350","333","4:3:4:2","1800","900","1800","337.5","128","DDR2","PCIex16","2.6565.328","3264"
"GeForce7300LE","March22,2006","350","333","4:3:4:2","128","2.6565.328","PCIex16","G72","TSMC90nm","112","81","3264","1800","900","1800","337.5","DDR2"
"GeForce7300GS","January18,2006","G72","TSMC90nm","4:3:4:2","112","81","550","400","2200","1100","PCIex16","2200","412.5","128256","DDR2","6.4","64"
"GeForce7300GT","May15,2006","G73","TSMC90nm","177","125","AGP8xPCIex16","350","128256","325(DDR2)700(GDDR3)","8:5:8:4","2800","1400","2800","437.5","10.422.4","DDR2GDDR3","128"
"GeForce7500LE","2006","G72","TSMC90nm","112","81","PCIex16","475550","405324","4:3:4:2","2200","1100","2200","593.8","64128256","6.4805.2","DDR2","64"
"GeForce7600GS","March22,2006(PCIe)July1,2006(AGP)","G73","TSMC90nm","177","125","AGP8xPCIex16","400","400(DDR2)700(GDDR3)","12:5:12:8","4800","3200","4800","500","256","12.822.4","DDR2GDDR3","128"
"GeForce7600GT","March9,2006(PCIe)July15,2006(AGP)","G73","177","125","AGP8xPCIex16","560","400(DDR2)700(GDDR3)","12:5:12:8","TSMC90nm","6720","4480","6720","256","12.822.4","DDR2GDDR3","128","700"
"GeForce7600GT80nm","January8,2007","560","6720","4480","6720","700","G73-B1","177","125","AGP8xPCIex16","TSMC80nm","400(DDR2)700(GDDR3)","12:5:12:8","256","12.822.4","DDR2GDDR3","128"
"GeForce7650GS","March22,2006","G73","TSMC80nm","177","125","PCIex16","450","400","12:5:12:8","5400","3600","5400","562.5","256","12.7","DDR2","128"
