Model,Launch,Code name,Fab (nm),Bus interface,Core clock (MHz),Memory clock (MHz),Core config,Fillrate,Fillrate,Fillrate,Fillrate,Memory,Memory,Memory,Memory,Processing power (GFLOPS),Processing power (GFLOPS),API support,API support,API support,API support
Model,Launch,Code name,Fab (nm),Bus interface,Core clock (MHz),Memory clock (MHz),Core config,MOperations/s,MTexels/s,MPixels/s,MTri/s,Size (MB),Bandwidth (GB/s),Bus type,Bus width (bit),Single precision,Half precision,Direct3D,OpenGL,Vulkan,Other
XGPU (Xbox),"November 15, 2001",NV2A,TSMC 150 nm,Integrated,233,200,4:2:8:4,5800,1864,932,116.5,64,5.34,DDR,128,"5,8",-,8.1,1.4,N/A,N/A
RSX (PS3),"November 11, 2006",G70,Toshiba 90/65/40 nm/28 nm,FlexIO,"500, 550 (Pixel Shaders)",650,24:8:24:8,13200,12000,4000,275,256256,"20.820 (read), 15 (write)",GDDR3XDR,128,192 (w/Cell SPUs),-,N/A,ES 1.1 w/Cg,N/A,N/A
NX-SoC (Nintendo Switch),"March 3, 2017",GM20B,TSMC 20 nm,Integrated,307384460 (Undocked)768921 (Docked),13331600,256:16:16,157000196000235500393000471552,4900620073601230014736,4900620073601230014736,probably ~500/1000,4096,25.6,LPDDR4,64,157196235.5393471.5,314392471786943,N/A,4.6ES 3.2,1.2,Nvidia NVN
NX-SoC (Nintendo Switch),"August 30, 2019",GM20B,TSMC 16 nm,Integrated,307384460 (Undocked)768921 (Docked),13331600,256:16:16,157000196000235500393000471552,4900620073601230014736,4900620073601230014736,probably ~500/1000,4096,34.1,LPDDR4X,64,157196235.5393471.5,314392471786943,4.6ES 3.2,1.2,Nvidia NVN,N/A
